district,election_year,total_pop,male_pop_percent,female_pop_percent,under_5_percent,5_to_9_percent,10_to_14_percent,15_to_19_percent,20_to_24_percent,25_to_34_percent,35_to_44_percent,45_to_54_percent,55_to_59_percent,60_to_64_percent,65_to_74_percent,75_to_84_percent,over_85_percent,median_age,18_and_over_percent,21_and_over_percent,62_and_over_percent,65_and_over_percent,18_and_over_male_percent,18_and_over_female_percent,65_and_over_male_percent,65_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units
FL11,2018,770114,47.9,52.1,4.0,3.8,4.8,5.0,4.0,8.1,8.6,11.0,6.7,7.7,20.1,12.2,4.0,55.5,84.4,81.5,40.9,36.3,47.5,52.5,46.6,53.4,78.9,6.9,0.5,1.4,0.0,0.6,10.2,391939
FL12,2018,779151,48.5,51.5,4.9,5.0,5.6,5.7,4.9,10.3,11.5,13.4,7.7,6.8,13.2,7.7,3.3,46.5,80.9,77.8,28.5,24.3,47.7,52.3,45.0,55.0,77.1,4.6,0.2,2.7,0.1,0.4,13.0,367384
FL13,2018,730650,48.0,52.0,4.5,4.7,4.6,4.5,5.0,13.2,11.1,14.0,8.1,7.6,12.5,7.1,3.1,46.9,83.4,80.8,27.3,22.8,47.7,52.3,44.6,55.4,70.7,12.4,0.2,3.5,0.0,0.3,10.2,390247
FL14,2018,776940,49.0,51.0,5.9,5.8,5.6,6.5,7.5,15.8,13.2,14.1,6.2,6.1,8.0,3.6,1.7,37.1,79.2,74.8,16.7,13.3,48.0,52.0,43.8,56.2,45.5,16.5,0.3,4.7,0.0,0.3,30.6,337919
FL15,2018,804652,48.5,51.5,6.4,6.5,6.9,6.4,6.2,13.9,13.7,12.7,5.9,6.0,9.2,4.7,1.5,37.7,76.1,72.4,19.0,15.5,47.5,52.5,44.7,55.3,55.7,15.5,0.3,3.1,0.1,0.4,22.9,320680
FL16,2018,814209,48.6,51.4,5.1,5.4,5.8,5.2,4.3,10.7,11.0,11.9,7.1,6.7,14.3,8.5,3.9,47.3,80.3,77.6,30.4,26.7,48.1,51.9,45.0,55.0,70.0,8.5,0.2,2.1,0.0,0.1,17.6,404189
FL17,2018,778091,49.3,50.7,4.5,4.6,5.4,4.9,4.2,9.6,9.5,11.5,6.8,7.7,16.4,10.7,4.2,51.5,82.6,79.6,35.7,31.3,49.2,50.8,48.1,51.9,74.2,7.4,0.3,1.5,0.1,0.1,14.9,391018
FL18,2018,772184,48.5,51.5,4.5,5.1,5.7,5.7,5.1,10.0,10.8,12.8,7.4,7.6,13.4,8.6,3.4,47.7,81.3,78.1,29.7,25.3,47.9,52.1,45.6,54.4,66.0,12.5,0.2,2.2,0.2,0.2,17.2,369460
FL19,2018,814074,48.5,51.5,4.2,4.3,5.0,4.7,4.8,9.9,10.2,11.4,7.1,6.9,16.9,10.8,3.8,51.3,83.6,80.5,36.0,31.6,48.1,51.9,47.5,52.5,68.8,7.0,0.1,1.8,0.0,0.4,20.6,478335
FL20,2018,776092,48.9,51.1,7.2,6.2,6.5,6.2,6.7,14.7,14.0,13.5,5.7,5.6,7.8,4.0,2.0,36.6,76.4,72.7,17.0,13.8,48.3,51.7,43.0,57.0,18.3,52.1,0.2,2.4,0.0,0.5,24.9,285595
FL21,2018,788240,48.6,51.4,5.2,5.5,4.8,5.3,4.8,12.0,11.3,13.2,6.8,5.8,12.0,8.9,4.3,46.1,81.1,78.2,28.6,25.2,47.9,52.1,43.5,56.5,55.1,16.4,0.1,2.7,0.0,0.2,24.1,365548
FL22,2018,757352,49.6,50.4,4.5,4.8,5.6,5.2,5.1,12.6,12.1,14.1,8.1,7.2,11.2,6.0,3.5,45.1,82.1,78.9,24.7,20.7,49.6,50.4,47.2,52.8,57.6,14.4,0.0,3.3,0.0,0.6,22.0,391241
FL23,2018,753950,47.8,52.2,5.6,5.8,5.9,6.3,5.9,12.3,13.0,15.1,7.0,6.1,9.0,5.5,2.5,41.0,78.4,75.3,20.6,17.0,46.7,53.3,41.8,58.2,39.6,14.8,0.2,4.2,0.1,0.5,37.9,346151
FL24,2018,770480,48.7,51.3,6.8,6.0,6.6,6.0,6.1,15.5,14.3,13.3,6.5,5.6,8.0,4.2,1.3,37.0,77.0,73.5,16.6,13.5,47.8,52.2,43.8,56.2,11.7,46.9,0.0,1.1,0.0,0.5,39.0,270280
FL25,2018,780826,49.0,51.0,5.3,5.5,5.4,5.1,6.1,13.3,12.1,15.3,7.3,5.7,10.0,6.4,2.4,42.7,80.9,77.4,22.0,18.8,48.7,51.3,43.1,56.9,19.0,3.8,0.2,1.4,0.0,0.1,75.3,285247
FL26,2018,797160,49.2,50.8,5.4,5.7,5.7,6.5,7.4,14.0,13.9,15.0,6.2,5.5,8.3,4.6,1.8,38.7,79.2,75.2,18.0,14.7,48.5,51.5,41.2,58.8,15.8,8.4,0.0,2.5,0.0,0.2,72.3,261655
FL27,2018,755809,48.3,51.7,5.6,4.7,4.8,5.2,5.4,14.7,13.7,14.9,6.9,5.8,9.4,5.5,3.3,42.1,81.7,78.8,21.7,18.3,47.9,52.1,41.5,58.5,20.1,4.2,0.1,1.4,0.0,0.2,73.2,337651
GA01,2018,747334,49.1,50.9,6.8,6.6,6.5,6.5,7.6,15.1,12.1,12.5,6.5,5.5,8.8,3.9,1.5,35.6,76.3,72.1,17.1,14.2,48.6,51.4,43.6,56.4,59.0,28.9,0.5,1.6,0.6,0.3,6.9,325443
GA02,2018,674100,48.5,51.5,6.6,6.8,6.8,7.8,6.7,13.8,11.8,11.8,6.8,6.3,8.9,4.5,1.5,36.0,75.8,70.7,18.3,14.9,48.1,51.9,41.4,58.6,39.4,51.9,0.1,1.1,0.1,0.1,5.4,302635
GA03,2018,738066,48.9,51.1,5.8,6.1,7.6,7.1,6.5,11.9,13.0,14.4,6.9,6.0,9.0,4.1,1.6,38.6,76.3,72.3,18.1,14.7,47.9,52.1,44.1,55.9,65.1,24.3,0.2,2.1,0.0,0.2,6.1,297642
GA04,2018,765854,47.0,53.0,6.7,6.9,7.3,7.0,6.4,13.6,13.9,13.7,7.0,6.0,7.4,2.9,1.1,36.4,74.5,70.8,14.6,11.5,45.7,54.3,42.0,58.0,22.2,59.4,0.4,4.9,0.2,0.5,9.4,285964
GA05,2018,784370,48.2,51.8,6.3,6.0,5.5,6.8,9.3,19.2,13.2,12.6,5.1,4.9,6.9,3.0,1.2,33.0,79.0,73.5,13.6,11.1,47.4,52.6,40.8,59.2,28.3,57.6,0.1,4.5,0.0,0.4,6.6,363768
GA06,2018,756389,48.8,51.2,6.1,6.5,7.2,6.2,4.9,14.3,14.3,15.1,6.5,6.4,7.9,3.3,1.3,37.8,76.0,73.3,16.2,12.4,48.4,51.6,45.5,54.5,59.1,12.8,0.1,11.3,0.0,0.4,13.4,306443
GA07,2018,807492,49.3,50.7,6.8,7.5,8.0,7.3,6.1,12.6,15.8,15.3,5.7,4.8,6.4,3.1,0.7,36.1,73.0,69.4,12.9,10.2,48.4,51.6,42.8,57.2,43.3,19.6,0.2,14.1,0.0,0.4,20.0,276835
GA08,2018,702262,49.4,50.6,6.4,6.4,7.1,7.3,6.6,12.9,12.9,12.7,6.5,5.9,9.1,4.6,1.6,37.5,76.1,71.4,18.6,15.3,48.3,51.7,42.7,57.3,59.0,31.2,0.2,1.4,0.0,0.0,6.3,303091
GA09,2018,755181,49.3,50.7,5.7,5.8,7.0,7.1,6.0,10.8,12.1,13.9,7.2,6.3,11.1,5.5,1.7,41.4,77.4,73.2,22.0,18.2,48.7,51.3,45.0,55.0,76.8,6.8,0.1,1.5,0.0,0.2,13.1,334242
GA10,2018,736838,48.8,51.2,5.5,6.9,7.0,8.3,8.0,12.3,11.9,13.3,6.4,5.7,9.3,4.1,1.2,36.4,76.3,70.0,17.9,14.6,48.3,51.7,45.0,55.0,65.3,24.5,0.1,2.3,0.0,0.2,5.4,299899
GA11,2018,768968,49.1,50.9,5.6,6.1,7.1,7.2,6.8,14.6,14.0,14.7,6.7,5.3,7.6,3.2,1.2,36.9,76.8,72.6,15.1,12.0,48.4,51.6,43.2,56.8,66.6,15.9,0.1,3.2,0.0,0.4,11.2,307580
GA12,2018,722937,49.2,50.8,6.3,7.0,6.4,7.6,8.1,13.3,12.1,12.4,6.4,6.0,8.6,4.2,1.3,35.9,76.3,70.6,17.6,14.1,48.8,51.2,42.9,57.1,54.2,34.8,0.2,1.6,0.0,0.3,6.4,303768
GA13,2018,752631,47.0,53.0,7.1,7.3,7.6,6.9,5.9,13.5,14.9,13.7,6.3,5.4,7.5,2.8,1.0,36.1,73.4,69.7,14.5,11.3,45.6,54.4,42.3,57.7,24.6,59.5,0.1,2.7,0.1,0.2,10.9,289807
GA14,2018,716957,48.2,51.8,6.3,6.5,7.5,6.9,6.5,12.4,13.3,13.7,6.3,6.1,8.8,4.2,1.5,37.8,75.4,71.4,17.8,14.4,48.0,52.0,43.1,56.9,76.1,9.2,0.1,0.9,0.0,0.0,11.8,285137
HI01,2018,714328,49.8,50.2,6.0,5.4,5.4,4.9,6.5,15.3,12.8,12.8,6.6,5.9,10.0,5.2,3.3,39.7,80.3,77.3,22.0,18.4,49.6,50.4,43.7,56.3,15.7,1.7,0.1,49.7,6.9,0.1,8.3,264347
HI02,2018,713210,50.6,49.4,6.6,6.7,6.4,5.8,6.6,13.6,12.6,11.5,6.6,6.5,10.3,5.0,1.9,38.6,76.8,73.4,20.7,17.1,50.1,49.9,46.3,53.7,27.9,1.4,0.1,24.9,11.7,0.2,12.7,278608
ID01,2018,890052,50.0,50.0,6.3,6.5,7.8,7.2,5.8,12.1,12.5,12.2,6.7,6.5,10.2,4.5,1.8,38.2,75.0,71.1,20.0,16.5,49.4,50.6,46.6,53.4,83.6,0.6,1.2,1.2,0.1,0.1,10.6,374309
ID02,2018,826891,50.5,49.5,7.2,7.5,7.6,7.6,7.2,13.8,12.6,10.9,6.0,5.6,8.4,4.0,1.7,34.2,73.3,68.6,17.2,14.0,50.4,49.6,48.0,52.0,80.2,0.7,1.0,1.5,0.1,0.1,14.4,347509
IL01,2018,720977,46.4,53.6,5.8,6.0,7.0,6.7,6.9,13.2,11.4,12.9,7.9,6.7,9.2,4.5,2.0,38.7,77.3,73.2,19.7,15.7,45.5,54.5,40.3,59.7,35.3,50.0,0.1,2.0,0.0,0.2,10.9,310506
IL02,2018,702756,46.7,53.3,5.8,6.4,7.5,7.2,7.1,11.9,12.2,13.7,6.6,6.5,8.8,4.3,1.8,37.9,75.8,71.7,18.7,15.0,45.7,54.3,41.1,58.9,25.8,57.5,0.1,0.6,0.0,0.1,14.9,297195
IL03,2018,725538,50.2,49.8,7.1,6.2,7.6,6.3,5.6,13.0,13.7,12.8,7.1,6.3,8.2,4.3,1.9,37.7,75.1,71.9,17.9,14.4,49.7,50.3,44.0,56.0,57.0,4.6,0.1,5.1,0.0,0.0,32.1,263645
IL04,2018,700585,50.2,49.8,6.6,6.7,7.0,6.7,7.0,18.4,15.4,12.5,5.6,4.8,5.7,2.7,0.9,33.7,75.7,71.6,12.3,9.3,50.3,49.7,44.1,55.9,22.4,3.8,0.1,4.0,0.0,0.1,68.4,248904
IL05,2018,729300,49.7,50.3,5.5,4.9,4.8,4.8,7.3,21.7,14.7,12.1,5.5,5.4,7.4,4.3,1.6,35.6,82.2,79.0,16.5,13.3,49.4,50.6,44.7,55.3,67.5,2.8,0.1,7.5,0.0,0.3,19.4,324705
IL06,2018,720542,49.2,50.8,5.8,6.4,7.1,6.9,5.2,11.9,12.3,15.2,7.7,6.6,9.0,4.2,1.8,40.4,76.3,72.8,18.6,14.9,48.1,51.9,45.2,54.8,73.7,2.9,0.0,10.3,0.0,0.1,10.7,275469
IL07,2018,697263,47.9,52.1,6.2,5.3,4.8,6.0,7.9,20.4,13.3,11.9,5.6,5.0,7.9,4.1,1.5,34.6,80.3,76.1,16.3,13.5,47.2,52.8,41.1,58.9,30.7,45.3,0.1,6.3,0.0,0.4,15.4,344634
IL08,2018,713012,50.0,50.0,6.4,6.0,6.6,6.2,6.3,14.6,13.9,13.3,6.6,6.0,8.4,4.1,1.6,37.3,77.0,73.7,17.5,14.1,49.5,50.5,42.1,57.9,50.3,5.0,0.1,13.0,0.0,0.1,29.7,268273
IL09,2018,732614,49.0,51.0,6.1,5.7,5.4,5.8,6.2,13.9,12.9,13.9,6.7,6.2,9.3,5.0,2.9,40.2,79.4,75.6,20.7,17.2,48.0,52.0,43.1,56.9,62.8,8.7,0.1,12.4,0.1,0.3,12.7,317373
IL10,2018,714681,49.8,50.2,6.1,6.5,7.0,7.7,6.6,12.1,12.2,13.6,7.1,6.4,8.3,4.7,1.9,38.2,75.8,71.6,18.5,14.8,49.2,50.8,43.5,56.5,56.7,6.8,0.1,11.0,0.0,0.3,23.1,271550
IL11,2018,721823,49.7,50.3,6.2,6.8,7.9,7.0,6.4,13.0,14.6,13.8,6.4,5.3,7.8,3.4,1.3,36.9,74.6,70.8,15.5,12.6,49.0,51.0,43.5,56.5,51.0,10.9,0.1,8.0,0.1,0.1,27.7,262646
IL12,2018,695178,49.7,50.3,6.0,6.1,6.3,6.5,6.3,13.1,12.2,12.9,7.3,6.7,9.7,4.9,2.1,39.5,78.1,73.8,20.4,16.7,49.1,50.9,43.9,56.1,75.3,16.8,0.1,1.0,0.0,0.3,3.7,323763
IL13,2018,698295,49.6,50.4,5.3,5.3,5.8,8.1,11.0,12.3,11.7,11.5,6.4,6.3,9.2,4.7,2.4,36.6,80.0,72.8,19.8,16.3,49.1,50.9,42.6,57.4,78.4,11.7,0.1,3.7,0.0,0.1,3.3,322259
IL14,2018,746748,49.3,50.7,5.6,6.8,7.7,7.5,6.1,10.7,13.4,15.0,7.3,6.3,8.3,3.8,1.4,39.2,74.9,71.3,17.1,13.5,48.9,51.1,45.4,54.6,78.0,2.9,0.1,4.8,0.0,0.1,12.5,272946
IL15,2018,701482,50.0,50.0,6.0,6.2,6.6,6.1,6.1,12.1,11.9,12.5,7.2,7.0,10.2,5.8,2.4,40.6,77.4,74.0,22.4,18.4,49.9,50.1,45.5,54.5,90.5,4.0,0.1,0.8,0.0,0.1,2.8,318026
IL16,2018,690420,49.5,50.5,5.6,5.6,6.6,6.7,6.9,12.2,11.9,13.1,7.1,6.8,10.0,5.1,2.5,40.3,78.2,74.0,21.6,17.6,49.3,50.7,45.0,55.0,82.9,3.7,0.1,1.3,0.0,0.1,9.9,300697
IL17,2018,689744,49.3,50.7,6.1,5.9,6.5,6.6,6.1,12.1,11.6,12.5,6.9,7.3,10.4,5.3,2.8,40.7,77.5,73.3,22.6,18.4,48.8,51.2,43.8,56.2,75.3,11.7,0.1,1.4,0.1,0.1,9.3,323384
IL18,2018,701065,49.0,51.0,5.8,6.5,6.2,6.3,6.1,11.9,12.3,12.5,7.1,6.9,10.2,5.8,2.4,40.5,77.7,73.9,22.5,18.3,48.5,51.5,44.5,55.5,88.3,3.9,0.2,3.0,0.0,0.0,2.9,313441
IN01,2018,714257,49.1,50.9,5.9,6.3,6.6,6.7,6.3,12.5,12.7,13.0,7.4,6.6,9.3,4.4,2.3,39.2,77.0,73.1,19.7,15.9,48.6,51.4,43.3,56.7,62.5,18.2,0.2,1.4,0.0,0.0,15.8,308425
IN02,2018,722928,49.1,50.9,6.6,6.9,7.0,7.1,6.7,12.3,12.0,12.3,6.4,6.6,9.4,4.6,2.2,37.9,75.3,70.9,20.3,16.2,48.5,51.5,44.8,55.2,79.4,7.1,0.1,1.2,0.1,0.1,9.7,309036
IN03,2018,744914,49.6,50.4,6.9,6.9,7.2,7.0,6.5,13.0,11.6,12.8,6.3,6.7,8.9,4.3,1.9,37.2,74.5,70.8,19.2,15.2,48.7,51.3,44.0,56.0,82.9,5.9,0.1,2.3,0.0,0.1,6.2,321764
IN04,2018,758815,50.1,49.9,6.1,6.3,6.8,7.4,8.8,12.3,11.9,12.7,6.4,6.1,8.9,4.4,2.0,36.8,77.0,71.4,18.6,15.3,49.5,50.5,44.5,55.5,84.7,4.0,0.1,2.9,0.0,0.2,6.3,317235
IN05,2018,781441,48.8,51.2,6.0,6.8,7.4,6.4,5.3,13.2,13.6,13.9,6.8,6.0,8.6,4.3,1.8,38.5,75.8,72.4,17.8,14.6,47.9,52.1,44.1,55.9,80.8,8.9,0.2,3.5,0.0,0.2,4.1,332548
IN06,2018,720147,49.5,50.5,5.7,5.7,6.5,7.1,7.3,11.6,11.7,13.6,7.2,6.5,9.8,5.1,2.1,40.3,77.9,73.2,20.8,17.1,48.8,51.2,44.6,55.4,91.4,2.6,0.2,1.4,0.0,0.1,2.7,316397
IN07,2018,755875,48.1,51.9,7.7,6.8,6.9,6.7,7.3,16.7,12.7,11.9,6.1,5.4,7.0,3.2,1.5,33.5,74.4,70.3,14.8,11.7,47.1,52.9,40.9,59.1,52.0,28.9,0.2,3.2,0.0,0.4,12.0,335704
IN08,2018,714623,49.7,50.3,6.0,6.7,5.9,6.9,6.7,12.4,11.7,12.8,7.4,6.7,9.7,5.0,2.1,39.1,77.5,73.0,20.6,16.8,49.3,50.7,44.3,55.7,90.4,4.0,0.1,1.2,0.0,0.0,2.3,321216
IN09,2018,753818,49.6,50.4,5.7,6.1,6.1,7.3,7.9,13.0,12.5,12.7,6.6,6.4,9.4,4.5,1.8,38.0,78.3,72.9,19.7,15.7,48.8,51.2,44.1,55.9,88.8,2.9,0.1,2.4,0.0,0.2,3.4,323017
IA01,2018,774043,49.4,50.6,6.1,6.2,6.8,7.0,6.9,12.2,11.4,12.4,7.2,6.4,9.5,5.4,2.5,39.1,77.0,72.5,21.1,17.4,49.1,50.9,44.6,55.4,88.0,3.9,0.3,1.7,0.3,0.2,4.0,343521
IA02,2018,780802,49.7,50.3,6.1,6.4,6.3,7.0,8.0,12.2,11.8,12.2,6.8,6.3,9.6,4.9,2.3,38.2,77.3,72.1,20.4,16.8,49.2,50.8,45.0,55.0,85.3,3.9,0.2,2.8,0.1,0.0,5.5,346355
IA03,2018,835190,49.4,50.6,6.9,6.9,7.0,6.5,5.9,13.8,13.4,12.7,6.7,5.7,8.4,4.1,1.9,37.1,75.2,71.4,17.6,14.4,48.7,51.3,43.7,56.3,83.0,4.0,0.2,3.4,0.2,0.1,7.0,356679
IA04,2018,755676,50.1,49.9,6.1,6.3,6.0,7.4,7.8,11.7,10.9,11.3,7.1,7.1,9.7,5.7,3.0,39.2,77.7,72.7,22.4,18.3,50.0,50.0,44.7,55.3,87.4,1.4,0.4,2.3,0.1,0.0,7.1,351184
KS01,2018,702327,50.7,49.3,6.9,6.9,6.5,7.3,8.8,13.0,11.3,10.4,6.2,6.4,8.7,5.0,2.5,35.4,76.1,70.6,20.1,16.2,50.6,49.4,45.0,55.0,76.6,2.6,0.5,1.6,0.3,0.1,16.0,321959
KS02,2018,715120,50.1,49.9,5.9,6.8,6.1,7.3,8.0,12.4,11.5,12.0,6.9,6.4,9.7,4.8,2.4,37.9,77.3,72.2,20.6,16.8,49.5,50.5,44.9,55.1,82.3,4.4,1.1,1.7,0.1,0.1,6.7,321147
KS03,2018,770493,49.1,50.9,6.8,7.5,6.9,6.4,5.8,13.9,13.8,12.9,6.2,6.3,8.1,3.4,1.9,36.7,74.5,71.3,17.1,13.4,48.5,51.5,43.9,56.1,71.8,8.5,0.3,4.9,0.0,0.1,12.1,314040
KS04,2018,725183,49.6,50.4,6.9,7.3,7.2,6.8,6.5,13.4,11.9,11.7,6.8,6.3,8.7,4.5,2.1,36.7,74.3,70.6,18.8,15.2,49.1,50.9,44.8,55.2,73.2,6.4,0.5,3.4,0.0,0.2,12.6,316630
KY01,2018,716177,49.8,50.2,6.4,6.3,6.4,6.9,6.5,11.5,11.8,12.5,6.9,6.7,10.5,5.6,2.0,40.3,77.0,72.5,22.0,18.1,48.8,51.2,43.9,56.1,87.3,7.2,0.2,0.7,0.1,0.1,2.8,336118
KY02,2018,760681,49.2,50.8,6.3,6.0,7.1,7.2,6.7,12.3,12.2,13.4,7.2,6.1,9.2,4.7,1.6,38.4,76.7,72.0,19.2,15.4,48.7,51.3,44.7,55.3,86.7,5.3,0.2,1.3,0.3,0.1,3.6,328832
KY03,2018,746559,48.4,51.6,6.4,6.2,6.1,5.9,6.4,14.9,12.6,12.4,7.0,6.4,9.2,4.5,2.1,37.9,77.8,74.5,19.6,15.8,47.6,52.4,42.6,57.4,67.0,22.0,0.1,3.0,0.0,0.3,5.5,335868
KY04,2018,760043,49.6,50.4,6.1,7.0,6.7,6.7,5.6,12.9,13.0,13.9,7.5,6.0,9.0,4.3,1.4,39.0,76.0,72.2,17.9,14.6,48.9,51.1,44.3,55.7,89.6,3.5,0.1,1.1,0.1,0.0,3.3,312514
KY05,2018,696337,49.8,50.2,5.7,5.8,6.4,7.0,5.8,12.0,12.3,13.7,7.5,6.7,10.4,5.0,1.6,40.9,78.1,73.7,20.7,17.1,49.3,50.7,45.5,54.5,96.1,1.3,0.3,0.4,0.0,0.0,0.8,332437
KY06,2018,774392,49.0,51.0,6.3,6.3,5.9,7.0,8.3,13.5,12.9,12.7,6.4,6.0,9.0,4.2,1.6,37.1,77.8,72.4,18.3,14.8,48.4,51.6,43.9,56.1,82.0,8.3,0.2,1.9,0.0,0.3,4.6,338466
LA01,2018,808968,48.6,51.4,6.4,6.4,6.6,6.3,5.9,14.0,12.9,12.6,6.6,6.6,9.8,4.5,1.5,38.3,76.9,73.2,19.4,15.8,47.9,52.1,45.2,54.8,70.8,14.4,0.9,2.4,0.0,0.3,9.3,340790
LA02,2018,797298,48.0,52.0,6.5,6.1,6.2,6.6,7.0,15.0,13.0,12.2,6.6,6.7,8.7,3.9,1.5,36.6,77.4,73.3,18.1,14.1,46.8,53.2,42.8,57.2,27.5,61.7,0.1,2.5,0.0,0.3,6.7,354048
LA03,2018,788118,48.7,51.3,7.0,7.1,6.7,7.3,6.0,14.2,12.3,12.2,6.8,6.3,8.3,4.0,1.7,36.1,75.0,70.7,17.6,14.0,47.9,52.1,43.7,56.3,67.2,24.6,0.2,1.6,0.0,0.3,4.0,343095
LA04,2018,753143,49.3,50.7,6.7,6.7,6.5,6.9,7.0,13.2,12.4,12.0,6.4,6.1,9.5,4.9,1.7,37.1,76.1,71.6,19.8,16.1,48.7,51.3,43.7,56.3,58.1,33.8,0.8,0.9,0.0,0.3,4.0,351759
LA05,2018,740217,49.9,50.1,6.3,6.4,7.2,7.3,6.9,12.7,12.7,12.0,6.3,6.5,9.4,4.6,1.7,37.5,75.9,71.4,19.6,15.8,49.1,50.9,43.2,56.8,59.4,35.8,0.3,0.9,0.0,0.1,2.4,331753
LA06,2018,796589,49.0,51.0,6.4,6.4,6.8,6.9,8.1,14.7,12.1,12.9,6.5,5.8,8.3,3.8,1.5,35.6,76.5,71.6,16.5,13.5,48.3,51.7,42.9,57.1,67.9,23.0,0.5,2.4,0.0,0.1,4.5,340137
ME01,2018,683279,48.6,51.4,4.7,5.2,5.5,5.8,5.7,12.4,11.7,13.9,8.1,7.3,11.7,5.2,2.8,44.0,81.4,77.7,23.8,19.7,48.0,52.0,44.7,55.3,92.7,1.6,0.3,1.6,0.0,0.0,1.9,359829
ME02,2018,652628,49.5,50.5,5.0,5.3,5.5,6.5,5.4,11.3,10.9,13.8,8.1,8.0,12.2,5.7,2.4,45.1,80.6,76.6,24.9,20.2,48.9,51.1,46.7,53.3,94.0,0.7,0.9,0.6,0.0,0.1,1.4,382815
MD01,2018,734002,49.5,50.5,5.0,5.8,6.5,6.7,6.1,11.5,10.9,14.2,7.7,7.1,10.7,5.7,2.0,42.6,78.7,74.6,22.3,18.4,48.6,51.4,45.4,54.6,79.5,11.8,0.1,1.8,0.0,0.0,4.1,341183
MD02,2018,765155,47.6,52.4,6.7,6.9,6.5,5.3,6.8,16.0,13.5,12.5,6.7,6.3,8.0,3.6,1.5,36.3,76.7,73.6,16.7,13.0,46.5,53.5,41.1,58.9,48.1,34.3,0.2,5.8,0.1,0.3,8.0,308007
MD03,2018,763763,47.6,52.4,6.0,5.3,6.1,6.0,6.8,16.2,13.1,12.4,7.0,6.3,8.0,4.5,2.3,37.3,79.2,75.5,18.6,14.8,47.0,53.0,42.8,57.2,55.7,23.1,0.2,8.8,0.0,0.5,8.6,313684
MD04,2018,761353,48.5,51.5,6.7,6.3,6.4,5.9,6.3,14.3,13.4,14.4,6.7,6.1,8.4,3.9,1.4,38.1,76.9,73.6,17.2,13.6,47.9,52.1,42.6,57.4,26.3,51.0,0.2,3.2,0.0,0.3,16.6,286735
MD05,2018,768507,48.9,51.1,5.7,6.2,6.9,7.4,6.6,13.1,12.7,14.9,7.3,6.0,8.4,3.7,1.3,38.2,77.2,72.5,16.8,13.3,48.0,52.0,44.4,55.6,44.5,37.9,0.3,4.0,0.1,0.2,9.7,282683
MD06,2018,779616,50.2,49.8,6.3,6.2,6.2,6.4,6.2,12.8,13.4,14.9,7.4,5.8,8.4,4.2,1.8,38.9,77.1,73.7,17.4,14.3,49.9,50.1,44.6,55.4,57.1,12.2,0.2,11.8,0.0,0.2,15.1,302546
MD07,2018,718158,47.8,52.2,5.7,5.4,6.2,6.9,6.6,14.1,11.8,14.4,6.8,6.5,9.4,4.2,2.0,38.9,78.6,74.1,19.1,15.6,46.9,53.1,41.7,58.3,33.9,52.3,0.2,7.4,0.0,0.3,3.5,318853
MD08,2018,761623,47.8,52.2,6.0,6.1,6.5,5.9,5.7,12.6,13.2,14.0,7.0,6.5,9.4,4.9,2.2,40.4,77.6,74.3,20.4,16.4,47.1,52.9,42.4,57.6,60.1,13.2,0.1,8.4,0.0,0.8,14.6,295432
MA01,2018,736460,48.0,52.0,5.2,5.3,5.9,7.0,7.0,12.6,11.5,13.2,7.8,6.6,10.1,5.0,2.5,40.8,79.6,75.0,21.5,17.6,47.4,52.6,43.3,56.7,71.7,5.7,0.1,2.4,0.0,0.3,18.2,322646
MA02,2018,744124,48.8,51.2,4.6,5.2,6.0,8.1,8.8,12.4,11.5,13.8,6.9,6.8,9.5,4.2,2.2,39.6,80.4,74.0,20.0,15.9,48.1,51.9,43.8,56.2,76.5,5.0,0.2,5.7,0.0,0.2,9.9,303616
MA03,2018,769115,50.0,50.0,6.0,5.7,6.7,6.7,6.9,12.2,12.9,14.8,7.5,6.3,8.4,4.0,1.8,39.1,77.6,73.5,17.8,14.2,49.3,50.7,44.4,55.6,66.4,2.6,0.1,8.4,0.0,0.5,20.1,294473
MA04,2018,752077,48.0,52.0,5.1,6.0,6.7,7.0,6.4,11.6,12.2,15.6,7.1,6.6,9.0,4.4,2.2,41.1,78.2,73.9,19.3,15.7,47.3,52.7,43.0,57.0,82.2,3.2,0.0,6.0,0.0,0.7,5.4,294111
MA05,2018,766210,48.3,51.7,5.7,5.8,5.5,6.0,6.5,15.7,13.4,13.5,6.5,6.2,8.3,4.6,2.2,38.1,79.5,75.6,18.6,15.2,47.5,52.5,44.0,56.0,69.9,5.5,0.1,12.3,0.0,0.8,9.2,305997
MA06,2018,774450,48.5,51.5,5.1,5.3,6.1,6.2,6.1,11.7,11.7,14.8,8.0,7.0,10.2,4.9,2.8,42.9,79.7,75.9,22.1,18.0,47.7,52.3,42.4,57.6,81.6,3.3,0.2,3.7,0.0,0.2,9.4,311296
MA07,2018,806820,48.7,51.3,5.0,4.6,4.1,7.4,10.9,23.9,12.4,10.3,5.3,4.8,6.7,3.2,1.5,31.7,83.5,76.6,14.0,11.3,48.1,51.9,42.0,58.0,40.4,23.4,0.2,10.4,0.0,0.9,22.5,326446
