district,election_year,total_pop,male_pop_percent,female_pop_percent,under_5_percent,5_to_9_percent,10_to_14_percent,15_to_19_percent,20_to_24_percent,25_to_34_percent,35_to_44_percent,45_to_54_percent,55_to_59_percent,60_to_64_percent,65_to_74_percent,75_to_84_percent,over_85_percent,median_age,18_and_over_percent,21_and_over_percent,62_and_over_percent,65_and_over_percent,18_and_over_male_percent,18_and_over_female_percent,65_and_over_male_percent,65_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units
NC12,2018,860866,48.0,52.0,6.8,7.1,6.3,6.3,6.9,18.1,15.2,13.4,5.8,4.3,6.2,2.5,1.0,34.1,76.0,72.4,12.0,9.7,47.1,52.9,40.6,59.4,39.1,37.3,0.2,5.5,0.0,0.3,14.7,359236
NC13,2018,781657,47.9,52.1,5.5,6.0,6.6,6.9,6.5,12.9,12.4,13.9,6.7,6.2,9.7,5.0,1.7,39.5,78.0,73.6,20.1,16.5,47.0,53.0,43.9,56.1,64.8,22.0,0.5,3.0,0.0,0.1,7.5,342405
ND01,2018,755393,51.4,48.6,7.0,6.5,6.1,6.2,8.4,15.1,11.8,10.9,6.4,6.4,8.1,4.6,2.2,35.4,77.1,72.3,18.7,14.9,51.4,48.6,45.4,54.6,84.4,3.0,5.4,1.7,0.1,0.3,3.5,374591
OH01,2018,740851,48.5,51.5,6.6,6.9,6.9,7.2,6.6,13.6,12.0,13.0,7.1,6.1,8.1,4.1,1.8,36.8,75.6,71.0,17.5,14.1,48.0,52.0,41.9,58.1,68.9,21.3,0.1,3.7,0.1,0.1,3.3,327196
OH02,2018,728153,48.8,51.2,6.1,6.2,6.2,5.8,5.5,13.7,12.3,13.3,7.0,7.2,9.8,4.9,2.1,40.1,77.7,74.9,20.9,16.7,48.0,52.0,44.6,55.4,84.8,8.8,0.2,1.5,0.0,0.2,2.0,325777
OH03,2018,782878,48.3,51.7,7.4,7.3,5.7,7.2,8.0,18.2,13.0,11.6,6.0,5.1,6.5,3.0,1.3,32.6,76.0,70.9,13.7,10.7,47.6,52.4,41.1,58.9,50.0,34.1,0.1,4.6,0.0,0.3,7.0,339631
OH04,2018,710603,49.6,50.4,5.6,5.8,6.7,6.9,6.0,11.9,11.9,13.4,7.3,6.9,10.1,5.2,2.3,40.8,77.6,73.6,21.4,17.5,49.1,50.9,44.3,55.7,87.4,5.0,0.2,0.8,0.1,0.1,3.8,312495
OH05,2018,717547,49.6,50.4,5.8,6.0,6.7,7.1,6.9,12.1,11.5,12.5,7.3,7.1,9.8,4.9,2.3,39.5,77.4,72.8,21.3,17.0,48.7,51.3,45.0,55.0,88.3,2.7,0.2,1.2,0.1,0.3,5.4,312862
OH06,2018,696153,50.2,49.8,5.2,5.2,6.5,6.0,5.5,11.5,11.6,13.4,7.8,7.5,11.3,6.0,2.5,43.5,79.3,75.8,24.0,19.7,49.7,50.3,45.7,54.3,94.3,2.4,0.2,0.3,0.0,0.1,1.0,323767
OH07,2018,725665,48.9,51.1,6.0,5.9,6.9,6.7,6.0,11.3,11.4,13.3,7.0,7.1,10.6,5.7,2.1,41.2,76.9,73.3,22.5,18.4,48.5,51.5,44.3,55.7,91.1,3.8,0.1,0.7,0.0,0.2,1.9,307120
OH08,2018,730445,48.9,51.1,6.2,6.2,6.9,7.5,7.1,11.8,11.6,13.0,6.9,6.6,9.4,5.1,1.9,38.7,76.6,71.9,20.5,16.4,48.4,51.6,43.8,56.2,85.6,5.9,0.2,2.1,0.0,0.1,3.5,304947
OH09,2018,720715,48.9,51.1,6.1,6.2,6.0,6.8,6.5,14.2,12.0,12.9,7.2,6.5,9.2,4.5,2.2,38.0,77.9,73.7,19.4,15.8,47.9,52.1,42.5,57.5,67.1,15.7,0.2,1.7,0.0,0.2,11.4,354568
OH10,2018,721456,48.5,51.5,6.0,5.6,6.4,6.8,7.0,13.4,11.3,12.6,7.0,6.6,9.8,5.3,2.2,39.0,78.1,73.6,21.0,17.4,47.6,52.4,42.8,57.2,74.3,16.5,0.2,2.4,0.0,0.3,2.9,335780
OH11,2018,675475,46.6,53.4,5.8,5.9,5.9,6.2,7.2,14.3,10.9,12.3,7.7,7.1,9.2,5.0,2.5,39.0,78.8,74.7,20.8,16.8,45.7,54.3,40.3,59.7,37.1,53.0,0.1,2.6,0.0,0.4,4.6,363313
OH12,2018,780529,49.6,50.4,6.2,6.3,7.2,6.3,6.0,13.2,13.5,13.9,6.5,6.2,9.0,4.1,1.6,38.3,76.2,72.6,18.3,14.8,49.1,50.9,45.1,54.9,85.1,4.8,0.1,4.8,0.0,0.2,2.2,318136
OH13,2018,715559,48.5,51.5,5.1,5.6,5.6,6.7,7.8,13.0,10.8,12.9,7.1,7.2,10.2,5.7,2.3,40.6,80.2,75.2,22.4,18.2,47.9,52.1,43.1,56.9,80.1,11.5,0.2,1.6,0.0,0.1,3.2,340001
OH14,2018,724790,49.0,51.0,5.5,5.6,6.6,6.4,5.1,10.9,11.4,14.2,7.7,7.3,11.3,5.4,2.7,43.7,78.1,75.0,23.4,19.4,48.3,51.7,43.9,56.1,88.2,5.1,0.1,2.3,0.0,0.1,2.9,313205
OH15,2018,772776,50.2,49.8,6.1,6.0,5.9,6.8,6.8,14.6,12.8,13.2,6.9,6.3,8.5,4.5,1.6,37.7,78.1,73.9,18.0,14.6,50.2,49.8,44.6,55.4,89.2,3.9,0.1,2.1,0.0,0.2,2.4,318593
OH16,2018,715014,49.0,51.0,5.5,5.7,6.1,6.1,5.9,11.4,11.3,13.3,7.3,7.7,11.3,5.6,2.8,43.3,78.7,75.5,24.4,19.8,48.5,51.5,44.7,55.3,91.2,1.8,0.1,2.2,0.0,0.1,2.4,304310
OK01,2018,803883,48.7,51.3,7.0,7.0,7.0,6.6,6.1,14.6,12.6,12.2,6.3,5.9,8.5,4.3,1.8,36.2,74.8,71.2,18.1,14.6,48.1,51.9,43.5,56.5,63.9,8.6,6.2,2.9,0.1,0.3,11.4,349351
OK02,2018,744806,49.8,50.2,6.1,6.3,6.9,6.9,6.2,11.6,11.6,12.3,6.9,6.7,10.9,5.8,1.9,40.3,76.6,72.3,22.5,18.5,49.0,51.0,45.5,54.5,63.9,3.2,16.7,0.8,0.3,0.1,5.3,356906
OK03,2018,774066,50.7,49.3,6.7,6.7,6.8,7.2,7.6,12.8,11.9,11.8,6.7,6.1,9.1,5.0,1.6,36.6,75.6,70.9,19.2,15.6,50.3,49.7,44.9,55.1,73.9,3.5,5.8,1.2,0.3,0.0,10.1,338614
OK04,2018,789947,49.7,50.3,6.1,6.4,7.0,7.7,7.7,13.8,12.9,11.8,6.3,5.8,8.3,4.4,1.7,35.8,76.4,71.1,17.8,14.4,49.2,50.8,44.4,55.6,69.9,6.6,5.0,2.3,0.1,0.2,8.8,336047
OK05,2018,818162,49.1,50.9,7.3,7.2,7.1,6.5,6.6,15.5,12.9,11.4,6.2,5.7,8.1,3.8,1.7,34.8,74.4,70.3,16.9,13.6,48.2,51.8,43.7,56.3,56.6,13.5,3.7,3.3,0.0,0.1,17.0,353156
OR01,2018,844175,49.7,50.3,5.9,5.8,6.9,6.2,5.8,14.9,14.4,13.3,6.4,6.1,8.9,4.1,1.4,37.8,77.6,74.0,18.0,14.4,49.1,50.9,45.0,55.0,70.4,1.7,0.4,8.0,0.3,0.1,15.1,344672
OR02,2018,821129,50.1,49.9,5.7,6.2,6.2,6.0,5.5,12.0,11.7,12.3,7.0,7.2,12.5,5.8,2.1,42.3,78.3,74.9,24.7,20.3,49.5,50.5,47.2,52.8,79.3,0.6,1.9,1.1,0.1,0.1,14.0,372943
OR03,2018,842158,49.4,50.6,5.6,5.5,5.2,5.3,6.3,17.7,16.4,12.9,5.8,5.9,8.2,3.5,1.5,37.5,80.6,76.9,16.9,13.2,49.1,50.9,45.3,54.7,70.5,5.0,0.8,7.2,0.7,0.3,11.3,352862
OR04,2018,803611,49.3,50.7,4.9,5.3,5.3,6.6,8.3,12.4,11.3,11.3,6.7,7.5,12.0,5.8,2.5,41.1,81.0,76.0,24.7,20.3,49.2,50.8,47.1,52.9,83.6,0.7,0.7,2.5,0.2,0.2,8.0,355470
OR05,2018,831703,49.5,50.5,5.9,6.4,6.7,6.4,6.0,12.8,12.3,12.6,6.4,6.9,10.7,4.8,2.1,39.3,77.0,73.4,21.4,17.5,48.6,51.4,44.6,55.4,74.7,0.9,0.8,2.8,0.6,0.1,16.7,342635
PA01,2018,728366,48.8,51.2,7.0,6.2,6.1,6.0,7.0,19.1,13.1,11.9,5.9,5.6,7.2,3.3,1.5,34.1,77.2,73.2,15.4,12.1,48.0,52.0,41.8,58.2,37.0,35.6,0.1,7.3,0.0,0.2,17.8,303600
PA02,2018,726135,45.7,54.3,6.0,5.2,5.6,7.0,8.6,18.1,11.5,11.5,6.0,5.9,8.4,4.4,1.9,34.7,80.0,74.4,18.3,14.6,44.3,55.7,37.8,62.2,30.6,55.8,0.1,5.0,0.1,0.2,6.2,345657
PA03,2018,691184,49.5,50.5,5.2,5.3,6.0,6.7,6.4,11.5,11.1,13.5,7.6,7.5,10.9,5.5,2.9,43.0,79.7,75.3,23.7,19.2,49.1,50.9,44.5,55.5,90.0,4.3,0.1,1.1,0.0,0.3,2.3,322654
PA04,2018,729945,49.2,50.8,5.8,6.2,6.3,6.3,6.0,12.5,12.1,13.7,7.2,6.7,9.9,5.1,2.2,40.5,77.9,74.1,21.0,17.2,48.8,51.2,44.8,55.2,80.2,6.9,0.1,2.5,0.0,0.1,8.1,307291
PA05,2018,696063,51.2,48.8,4.9,5.2,5.2,7.4,8.7,11.7,10.8,13.0,7.2,7.3,10.3,5.7,2.6,41.5,81.3,75.3,22.6,18.6,51.0,49.0,45.4,54.6,91.9,2.5,0.2,1.9,0.0,0.0,2.1,347419
PA06,2018,728576,49.3,50.7,5.8,5.9,6.2,6.5,6.2,12.3,12.0,14.4,7.6,6.4,9.7,4.6,2.4,40.7,78.3,74.4,20.5,16.8,48.5,51.5,43.1,56.9,81.7,5.3,0.1,5.0,0.0,0.2,6.3,294659
PA07,2018,725762,49.2,50.8,5.5,6.4,6.3,6.8,5.8,11.0,11.5,13.7,7.7,7.1,9.7,5.5,2.9,41.9,77.7,73.8,22.2,18.1,48.3,51.7,45.2,54.8,83.6,5.6,0.1,5.1,0.0,0.1,3.0,278294
PA08,2018,713998,49.3,50.7,4.9,5.3,6.3,6.4,5.6,11.5,11.7,14.8,7.8,7.5,10.2,5.3,2.5,43.7,79.5,76.0,22.4,18.0,48.7,51.3,44.9,55.1,83.6,4.0,0.1,5.5,0.0,0.2,5.2,283194
PA09,2018,687620,49.2,50.8,5.1,5.3,6.0,6.6,6.2,11.3,11.0,13.5,7.7,7.3,11.0,6.1,2.9,43.8,79.8,75.6,24.1,20.0,48.5,51.5,44.5,55.5,92.5,2.8,0.1,0.6,0.0,0.1,2.3,324757
PA10,2018,694398,50.1,49.9,4.9,5.0,6.8,6.9,5.7,10.8,10.6,13.8,7.8,7.3,11.5,5.9,2.9,44.3,79.4,75.1,24.3,20.2,49.5,50.5,46.4,53.6,89.5,3.3,0.2,1.1,0.0,0.1,4.4,349392
PA11,2018,701056,48.9,51.1,5.2,5.3,5.6,6.2,6.5,12.5,11.2,13.9,7.4,7.0,11.1,5.6,2.6,42.9,80.4,76.4,23.5,19.2,48.4,51.6,42.3,57.7,84.1,5.7,0.1,2.2,0.0,0.2,6.2,326305
PA12,2018,689237,49.3,50.7,5.1,5.5,6.1,5.4,4.6,10.8,11.7,13.3,7.8,8.2,11.8,6.5,3.1,45.6,79.8,77.1,26.2,21.4,48.8,51.2,44.5,55.5,91.2,3.5,0.0,1.7,0.0,0.2,1.4,325121
PA13,2018,728475,47.8,52.2,6.1,6.2,6.7,5.5,5.7,15.3,12.6,12.8,6.6,6.6,8.7,4.5,2.6,38.3,77.4,74.7,19.6,15.9,47.3,52.7,40.8,59.2,56.5,16.7,0.3,9.9,0.0,0.6,14.1,286117
PA14,2018,687028,47.9,52.1,4.8,4.2,4.7,6.2,8.0,18.0,10.7,11.2,6.6,7.4,9.9,5.2,2.9,38.4,83.4,78.7,22.1,18.0,47.5,52.5,40.8,59.2,69.6,20.3,0.1,3.8,0.0,0.4,2.5,368336
PA15,2018,734824,48.9,51.1,5.4,5.4,7.2,7.1,6.9,12.4,12.1,13.1,7.0,6.6,9.4,5.0,2.5,40.0,78.0,73.4,20.8,16.9,48.4,51.6,44.4,55.6,74.0,4.5,0.1,2.9,0.0,0.1,16.8,295926
PA16,2018,731802,48.8,51.2,6.8,6.8,6.6,6.9,6.7,13.2,11.5,12.5,7.0,5.7,8.9,4.7,2.6,37.5,75.7,71.6,19.3,16.2,48.4,51.6,44.3,55.7,71.1,5.5,0.1,2.0,0.0,0.0,19.6,284323
PA17,2018,697535,50.0,50.0,5.0,5.3,5.7,6.0,6.5,12.2,11.9,13.8,7.5,7.4,10.4,5.6,2.7,43.1,80.5,76.5,23.1,18.7,49.3,50.7,43.6,56.4,80.3,5.7,0.1,1.8,0.0,0.0,10.3,329995
PA18,2018,713533,48.7,51.3,5.4,4.9,6.0,5.8,5.2,11.8,11.7,14.3,7.7,7.6,11.2,5.7,2.9,44.4,80.1,76.9,24.1,19.7,48.1,51.9,42.7,57.3,91.5,2.4,0.1,2.2,0.0,0.1,1.5,321362
RI01,2018,539250,48.1,51.9,5.1,5.6,5.8,7.0,7.4,14.7,11.4,13.5,7.0,6.3,9.1,4.9,2.1,38.5,80.0,75.0,19.8,16.1,47.9,52.1,43.0,57.0,66.8,6.9,0.3,3.6,0.2,1.0,18.2,234267
RI02,2018,520389,48.7,51.3,5.3,4.8,5.4,7.2,7.4,12.8,11.9,13.4,7.2,7.5,10.0,4.9,2.3,40.5,81.0,75.5,21.4,17.2,47.8,52.2,43.1,56.9,77.6,3.9,0.3,3.6,0.0,0.4,12.5,233999
SC01,2018,782340,48.1,51.9,5.9,6.0,6.1,6.1,5.4,14.3,12.8,12.9,6.5,6.4,11.1,4.7,1.8,39.5,78.3,74.7,21.6,17.6,47.8,52.2,45.9,54.1,70.3,19.1,0.2,1.7,0.0,0.2,6.1,357539
SC02,2018,713488,48.6,51.4,5.8,6.2,7.0,7.1,5.8,13.1,12.6,13.3,6.5,6.8,9.6,4.5,1.7,38.7,77.2,72.6,19.8,15.8,47.8,52.2,44.0,56.0,66.0,23.6,0.3,2.0,0.1,0.3,6.0,305860
SC03,2018,687378,49.3,50.7,5.2,6.5,5.9,7.0,7.0,11.5,11.8,13.2,6.7,6.8,10.8,5.7,1.7,40.6,78.5,73.8,22.2,18.3,48.4,51.6,45.3,54.7,73.5,18.6,0.2,0.8,0.0,0.1,5.3,310867
SC04,2018,731886,48.4,51.6,6.2,6.2,6.6,6.6,6.6,13.7,12.7,13.1,6.4,6.3,9.4,4.5,1.7,38.2,77.1,73.1,19.3,15.6,47.8,52.2,43.6,56.4,68.2,17.6,0.1,2.5,0.6,0.2,8.2,307921
SC05,2018,718465,48.5,51.5,6.0,6.1,7.0,6.7,5.9,12.1,12.7,13.7,6.5,6.6,10.7,4.8,1.4,40.1,77.0,73.0,20.5,16.8,47.8,52.2,44.2,55.8,66.0,26.1,0.3,1.2,0.0,0.2,4.3,309847
SC06,2018,670725,48.5,51.5,5.8,6.0,5.5,7.3,9.9,13.9,11.9,10.9,6.7,6.3,9.8,4.4,1.6,36.0,79.4,73.0,19.4,15.8,48.1,51.9,43.1,56.9,35.4,56.3,0.2,1.2,0.0,0.2,5.4,305321
SC07,2018,720087,48.2,51.8,5.4,5.8,6.0,6.2,5.7,11.6,11.7,12.6,7.1,7.4,13.4,5.5,1.7,42.9,79.1,75.3,24.8,20.6,47.1,52.9,45.0,55.0,64.0,28.5,0.4,1.0,0.1,0.1,4.3,387465
SD01,2018,869666,50.4,49.6,7.0,6.9,6.7,6.6,6.7,13.3,11.5,11.4,6.9,6.6,9.4,4.7,2.2,36.9,75.5,71.5,20.3,16.3,50.2,49.8,46.1,53.9,82.3,1.9,8.6,1.2,0.1,0.1,3.6,392650
TN01,2018,714912,49.0,51.0,4.9,5.1,6.3,6.1,5.9,11.5,11.7,14.0,7.2,7.1,11.8,6.1,2.2,43.7,79.9,76.3,24.6,20.0,48.5,51.5,45.3,54.7,91.2,2.6,0.2,0.8,0.0,0.1,3.7,351615
TN02,2018,747673,48.6,51.4,5.6,5.7,6.0,6.4,7.6,12.9,12.1,13.2,6.7,6.5,10.3,5.2,1.8,39.7,79.2,74.8,21.3,17.4,48.1,51.9,44.3,55.7,85.7,6.2,0.2,1.8,0.0,0.2,4.2,333199
TN03,2018,733082,48.6,51.4,5.4,5.7,6.2,6.1,5.5,12.8,12.3,13.3,7.4,6.8,10.9,5.6,2.0,41.8,79.0,75.5,22.3,18.6,48.2,51.8,44.3,55.7,81.7,10.6,0.2,1.5,0.0,0.2,4.0,332318
TN04,2018,782024,49.2,50.8,6.3,5.8,7.1,7.2,7.3,12.9,13.5,13.1,6.5,6.0,8.7,4.1,1.4,37.5,76.6,72.1,17.5,14.2,48.4,51.6,44.5,55.5,79.5,9.4,0.1,1.8,0.1,0.1,6.7,320128
TN05,2018,774096,48.4,51.6,6.6,5.9,5.6,5.9,7.0,19.1,13.6,12.2,6.2,5.6,7.5,3.4,1.3,34.9,78.7,75.0,15.3,12.2,47.8,52.2,42.1,57.9,60.1,23.9,0.2,3.2,0.1,0.3,9.4,347622
TN06,2018,772984,49.1,50.9,5.8,6.2,6.6,6.6,5.7,12.0,12.1,14.1,6.8,6.7,10.6,5.2,1.7,40.7,77.5,73.6,21.6,17.5,48.7,51.3,44.7,55.3,88.1,4.4,0.4,1.0,0.1,0.0,4.5,327388
TN07,2018,778057,49.5,50.5,6.4,7.1,7.1,7.0,5.8,12.9,12.9,13.6,6.5,6.0,8.8,4.3,1.5,37.6,75.3,71.1,18.3,14.7,49.3,50.7,45.0,55.0,80.3,9.7,0.1,2.0,0.1,0.2,4.9,327518
TN08,2018,716130,48.4,51.6,5.5,6.2,6.9,7.2,6.0,10.9,12.1,14.1,7.0,6.9,10.3,4.9,2.0,40.6,77.0,73.1,21.1,17.1,47.6,52.4,44.4,55.6,72.3,19.7,0.2,2.0,0.1,0.1,3.4,302807
TN09,2018,697026,47.4,52.6,7.5,6.7,6.9,6.7,7.7,16.2,12.4,11.8,5.9,6.1,7.4,3.4,1.2,33.7,74.8,70.7,15.6,12.0,46.3,53.7,39.7,60.3,22.9,66.3,0.1,1.6,0.2,0.1,7.3,316204
TX01,2018,717376,48.9,51.1,6.6,6.7,7.2,7.8,6.4,12.5,11.8,11.8,6.3,6.1,9.6,5.4,1.9,37.2,75.5,70.3,20.7,16.9,48.2,51.8,45.0,55.0,61.5,17.4,0.2,1.3,0.1,0.2,17.9,308558
TX02,2018,772262,50.1,49.9,6.7,6.2,6.5,6.3,6.8,15.6,14.2,13.4,6.2,6.2,7.6,3.3,1.1,36.1,76.5,73.0,15.7,12.0,49.4,50.6,45.4,54.6,45.2,11.7,0.2,7.9,0.1,0.5,32.1,307492
TX03,2018,870763,49.1,50.9,6.1,7.4,7.8,7.2,5.6,12.4,16.1,15.3,6.3,4.9,7.0,3.1,0.9,37.3,74.0,70.5,13.8,10.9,48.5,51.5,43.6,56.4,56.5,9.8,0.3,15.7,0.1,0.2,15.0,330211
TX04,2018,747188,49.1,50.9,6.3,6.9,7.3,6.7,6.1,11.7,12.3,13.2,7.0,6.0,9.7,5.0,1.9,38.5,75.5,71.7,20.0,16.6,48.6,51.4,45.5,54.5,71.3,10.1,0.8,1.1,0.0,0.1,14.4,311327
TX05,2018,769579,50.2,49.8,7.1,7.3,8.2,6.7,6.3,13.2,13.4,13.1,6.0,5.7,7.5,4.1,1.5,36.1,73.2,69.3,16.2,13.1,50.4,49.6,43.9,56.1,52.2,14.1,0.4,2.5,0.0,0.2,29.3,295080
TX06,2018,792043,48.7,51.3,6.8,7.0,7.7,7.6,6.8,13.6,13.6,13.4,6.3,5.2,7.5,3.2,1.2,35.3,73.8,69.5,14.9,11.8,48.0,52.0,44.2,55.8,47.3,21.1,0.3,4.4,0.1,0.4,23.5,291545
TX07,2018,800081,50.1,49.9,7.3,7.3,8.3,5.9,5.8,16.3,15.8,12.3,5.3,5.1,6.5,2.8,1.4,34.5,73.2,70.5,13.7,10.7,49.0,51.0,46.2,53.8,41.8,14.1,0.4,11.1,0.0,0.2,30.4,333055
TX08,2018,863498,50.8,49.2,6.4,7.6,6.9,7.2,6.6,12.2,14.3,13.5,6.4,5.8,8.1,3.6,1.4,37.1,74.8,70.4,16.3,13.1,51.1,48.9,46.0,54.0,63.2,9.0,0.2,3.1,0.0,0.2,22.8,331308
TX09,2018,789535,48.3,51.7,7.7,7.3,7.1,6.4,7.0,18.0,13.6,11.8,5.9,4.8,6.6,2.7,1.1,32.9,73.8,70.1,13.3,10.4,48.0,52.0,43.3,56.7,10.1,36.1,0.1,11.5,0.0,0.1,40.8,294936
TX10,2018,846261,49.7,50.3,7.4,7.2,7.5,6.2,5.7,15.7,14.8,12.3,5.5,6.2,7.2,3.0,1.2,35.2,74.1,70.6,15.1,11.5,48.8,51.2,42.9,57.1,52.0,10.2,0.2,6.3,0.0,0.2,29.1,332201
TX11,2018,759467,49.9,50.1,7.2,7.2,6.8,7.1,7.0,14.5,11.5,10.8,6.4,5.9,8.9,4.8,1.9,35.2,74.6,70.3,18.9,15.6,49.7,50.3,46.3,53.7,55.0,3.6,0.3,0.9,0.1,0.1,39.1,335468
TX12,2018,806551,49.1,50.9,7.1,6.8,7.2,6.6,6.4,15.8,13.3,12.2,6.0,5.9,7.6,3.5,1.6,35.1,75.0,71.2,16.0,12.8,48.2,51.8,44.1,55.9,61.5,8.5,0.4,3.3,0.1,0.2,23.7,319612
TX13,2018,713480,51.2,48.8,6.7,6.9,6.8,7.4,6.8,13.5,12.3,11.8,6.5,6.1,8.5,4.8,1.8,36.2,75.2,70.4,18.6,15.1,50.5,49.5,45.1,54.9,62.9,5.3,0.4,1.7,0.2,0.2,27.2,308756
TX14,2018,765031,50.8,49.2,6.6,7.2,6.6,6.7,6.5,13.5,13.4,12.9,7.0,6.1,8.1,4.1,1.4,36.9,75.5,71.6,17.1,13.5,50.8,49.2,45.2,54.8,49.3,19.4,0.2,3.3,0.1,0.1,26.0,322121
TX15,2018,790730,50.0,50.0,8.4,8.8,8.8,7.9,7.5,13.6,13.4,11.6,4.7,4.2,6.2,3.8,1.0,31.2,68.9,64.5,13.5,11.0,49.3,50.7,45.3,54.7,14.4,1.7,0.1,1.0,0.0,0.0,82.3,264264
TX16,2018,742384,49.1,50.9,7.4,7.0,8.3,7.5,8.1,14.7,12.7,11.6,5.8,4.7,6.9,3.7,1.7,32.8,72.7,68.6,14.9,12.3,48.7,51.3,42.1,57.9,13.1,3.3,0.3,1.3,0.1,0.1,81.0,267080
TX17,2018,771567,49.6,50.4,6.8,6.1,6.0,8.1,10.6,14.9,12.6,11.4,5.5,5.6,7.3,3.5,1.6,33.2,77.3,70.3,15.7,12.4,49.1,50.9,44.3,55.7,54.1,12.6,0.2,4.8,0.0,0.3,26.2,327426
TX18,2018,800402,50.1,49.9,7.7,7.7,7.1,6.9,7.6,17.6,13.8,11.8,5.2,5.2,6.0,2.6,0.8,32.4,73.6,69.2,12.6,9.5,49.8,50.2,43.2,56.8,16.1,34.1,0.1,4.2,0.1,0.2,44.1,311055
TX19,2018,734202,50.7,49.3,6.8,6.3,7.7,7.8,9.7,14.3,12.1,10.9,5.7,5.2,7.5,4.5,1.5,33.1,74.9,69.1,16.4,13.5,50.4,49.6,43.2,56.8,53.8,6.0,0.4,1.5,0.1,0.1,36.9,304337
TX20,2018,806372,49.2,50.8,7.3,6.5,6.8,7.4,9.3,17.2,13.3,11.6,5.7,4.5,6.1,3.0,1.4,32.0,75.5,69.7,13.1,10.5,49.2,50.8,40.9,59.1,20.9,4.7,0.2,2.6,0.2,0.2,69.7,278511
TX21,2018,809322,49.2,50.8,5.7,5.5,5.6,6.2,7.7,15.4,12.5,12.1,6.4,6.5,10.0,4.4,2.1,37.8,80.0,75.6,20.4,16.4,48.8,51.2,45.3,54.7,60.5,3.3,0.1,3.6,0.0,0.1,30.3,358577
TX22,2018,897080,49.3,50.7,7.5,7.5,8.0,7.3,5.9,12.5,15.3,14.0,5.6,6.0,6.8,2.7,1.1,36.0,72.4,68.3,13.7,10.5,48.7,51.3,45.1,54.9,40.2,13.0,0.1,19.2,0.0,0.2,25.5,309113
TX23,2018,769276,50.9,49.1,7.6,8.2,7.8,8.0,6.6,14.0,12.7,12.6,5.0,5.1,7.4,3.6,1.3,33.3,71.5,66.9,15.4,12.4,50.4,49.6,47.7,52.3,23.2,3.3,0.6,1.3,0.0,0.1,70.3,266445
TX24,2018,800103,49.3,50.7,7.0,6.5,6.8,6.0,5.6,16.8,15.4,14.0,6.6,5.4,6.3,2.7,1.0,35.8,75.6,72.7,12.8,10.0,48.8,51.2,43.0,57.0,45.6,12.3,0.4,14.1,0.3,0.4,24.5,327143
TX25,2018,789825,49.5,50.5,6.5,6.6,7.3,7.3,6.6,13.5,13.4,13.3,6.5,5.2,8.3,4.0,1.4,36.4,75.3,70.7,16.6,13.8,49.2,50.8,46.3,53.7,68.6,6.4,0.3,3.2,0.3,0.1,18.3,315247
TX26,2018,879237,49.3,50.7,6.3,7.5,7.7,7.5,6.1,14.2,15.0,14.8,5.8,5.0,6.5,2.8,0.9,35.5,73.9,69.6,13.2,10.2,48.6,51.4,45.8,54.2,63.7,7.6,0.3,7.7,0.1,0.1,17.8,310402
TX27,2018,740277,49.3,50.7,6.8,7.1,6.7,7.1,6.4,13.1,12.3,11.9,6.5,6.2,9.2,4.9,1.8,37.1,75.0,70.8,19.7,15.9,48.9,51.1,44.7,55.3,39.0,5.1,0.2,1.6,0.1,0.1,53.0,320099
TX28,2018,753502,48.8,51.2,8.8,8.4,8.4,8.2,7.5,12.9,12.9,10.9,5.0,5.3,7.1,3.5,1.2,31.7,69.3,64.3,14.8,11.8,47.8,52.2,43.2,56.8,15.7,4.3,0.1,1.5,0.0,0.0,77.3,246571
TX29,2018,761833,50.8,49.2,8.9,8.1,8.8,8.5,7.3,14.9,13.5,12.7,5.5,4.0,4.7,2.3,0.8,30.5,69.0,63.8,10.1,7.8,50.3,49.7,44.1,55.9,9.1,11.4,0.1,1.4,0.0,0.2,77.5,248694
TX30,2018,774443,48.2,51.8,7.3,7.5,8.2,7.1,7.6,15.6,13.5,12.0,5.9,5.1,6.4,2.9,0.8,32.8,72.5,68.3,13.0,10.1,46.6,53.4,42.5,57.5,14.9,42.5,0.1,2.4,0.0,0.3,38.2,293916
TX31,2018,853799,49.4,50.6,7.1,7.0,7.9,7.0,6.7,14.8,14.8,12.7,5.4,4.9,7.3,3.2,1.3,34.8,73.8,69.7,14.8,11.8,48.8,51.2,44.4,55.6,55.5,10.8,0.2,5.1,0.2,0.1,24.7,316673
TX32,2018,763452,49.4,50.6,7.0,5.5,6.4,6.3,6.5,16.6,13.3,13.3,6.9,5.3,8.0,3.3,1.7,36.4,77.2,73.7,16.0,13.0,48.8,51.2,43.4,56.6,48.6,14.7,0.2,8.3,0.0,0.5,25.5,319208
TX33,2018,753565,50.6,49.4,8.8,8.3,8.5,8.0,8.2,15.3,13.2,12.0,4.9,4.2,5.4,2.4,0.7,30.0,69.5,64.7,11.0,8.6,50.8,49.2,44.2,55.8,12.8,14.8,0.2,2.1,0.0,0.0,69.3,250352
