district,election_year,total_pop,male_pop_percent,female_pop_percent,under_5_percent,5_to_9_percent,10_to_14_percent,15_to_19_percent,20_to_24_percent,25_to_34_percent,35_to_44_percent,45_to_54_percent,55_to_59_percent,60_to_64_percent,65_to_74_percent,75_to_84_percent,over_85_percent,median_age,18_and_over_percent,21_and_over_percent,62_and_over_percent,65_and_over_percent,18_and_over_male_percent,18_and_over_female_percent,65_and_over_male_percent,65_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units
CA10,2014,722266,50.2,49.8,7.4,7.4,8.2,8.0,7.4,13.8,13.0,13.3,5.8,4.6,6.4,3.2,1.4,33.4,71.9,67.5,13.7,11.0,49.5,50.5,44.7,55.3,44.4,3.0,0.3,6.6,0.3,0.4,41.8,242477
CA11,2014,733916,48.6,51.4,6.0,6.8,6.0,6.3,6.3,13.2,13.1,14.4,7.1,5.9,8.4,4.3,2.3,39.3,77.3,73.6,18.4,14.9,48.0,52.0,43.0,57.0,47.0,8.8,0.3,12.4,0.5,0.4,26.4,280933
CA12,2014,734662,50.8,49.2,4.7,3.5,3.2,3.2,5.9,23.5,16.8,13.6,5.8,5.8,7.4,4.4,2.3,38.4,86.7,84.4,17.4,14.0,50.9,49.1,43.8,56.2,42.9,5.5,0.1,31.5,0.4,0.6,15.5,345956
CA13,2014,732753,49.6,50.4,5.6,5.5,5.3,5.9,8.0,17.1,14.6,13.2,6.0,6.1,7.1,3.6,1.9,36.7,80.6,76.2,16.2,12.6,48.6,51.4,43.5,56.5,33.8,18.1,0.4,20.7,0.6,0.3,21.4,301497
CA14,2014,721245,49.4,50.6,5.7,5.5,5.7,5.4,6.3,14.3,14.4,14.4,7.2,6.3,7.8,4.5,2.4,39.7,79.9,76.6,18.4,14.8,48.9,51.1,43.2,56.8,35.7,3.1,0.2,31.8,1.1,0.5,24.1,261571
CA15,2014,734837,48.8,51.2,6.7,7.0,6.6,6.3,5.9,13.4,14.9,14.8,6.8,5.6,7.0,3.3,1.7,37.9,75.7,72.4,15.5,12.0,48.5,51.5,43.4,56.6,35.3,5.6,0.3,29.7,1.0,0.2,23.8,249805
CA16,2014,715257,50.2,49.8,9.2,8.8,8.4,8.3,8.3,15.2,11.9,11.5,5.1,4.0,5.5,2.7,1.2,29.6,68.7,63.8,11.5,9.4,49.8,50.2,45.9,54.1,23.5,5.9,0.4,9.1,0.1,0.1,59.5,223069
CA17,2014,732118,50.0,50.0,6.3,6.5,5.7,5.9,6.0,16.6,16.0,15.0,6.2,4.6,6.3,3.3,1.4,36.5,77.8,74.5,13.8,11.1,50.0,50.0,44.7,55.3,26.3,2.6,0.2,51.5,0.5,0.1,15.6,256842
CA18,2014,731201,50.4,49.6,5.5,7.0,6.7,5.9,5.2,12.6,14.8,16.3,6.8,5.3,7.7,4.0,2.2,40.3,77.2,74.0,16.8,13.9,49.9,50.1,45.6,54.4,56.7,1.5,0.1,20.0,0.4,0.3,17.0,282284
CA19,2014,746071,50.2,49.8,7.1,7.2,6.5,6.5,7.1,15.1,15.0,13.4,6.2,4.9,6.1,3.4,1.6,35.3,75.4,71.3,13.8,11.1,50.0,50.0,43.3,56.7,25.3,3.3,0.1,26.7,0.3,0.1,41.7,228926
CA20,2014,725199,50.4,49.6,7.3,7.1,7.0,7.6,9.0,14.0,12.6,12.3,6.0,5.5,6.5,3.4,1.7,33.6,74.6,69.0,14.6,11.5,50.3,49.7,43.8,56.2,37.7,1.8,0.3,5.3,0.3,0.1,52.0,245427
CA21,2014,711414,53.5,46.5,8.8,9.4,8.7,8.5,8.7,15.6,13.1,11.5,4.3,3.6,4.5,2.3,1.0,28.5,68.0,62.6,9.8,7.8,54.5,45.5,44.5,55.5,18.2,4.1,0.4,3.3,0.1,0.1,72.5,194290
CA22,2014,730271,49.6,50.4,7.8,8.2,7.5,7.7,7.9,13.8,12.6,12.2,5.5,5.1,6.6,3.3,1.9,32.8,71.9,66.8,14.8,11.8,48.7,51.3,43.8,56.2,40.9,2.9,0.4,7.9,0.2,0.1,45.8,250934
CA23,2014,726292,50.2,49.8,7.5,7.8,7.1,7.4,7.6,13.9,12.4,13.4,6.0,5.3,6.8,3.5,1.2,33.9,72.7,68.6,14.3,11.5,49.9,50.1,44.5,55.5,48.3,5.6,0.8,4.7,0.1,0.1,38.2,269729
CA24,2014,722008,50.6,49.4,5.8,5.6,5.8,8.2,11.1,12.5,11.2,12.3,6.8,5.6,8.2,4.6,2.3,35.9,79.2,71.8,18.1,15.0,50.5,49.5,44.8,55.2,55.8,1.8,0.4,4.4,0.1,0.1,35.2,277128
CA25,2014,716815,49.9,50.1,7.0,7.6,8.2,7.9,6.6,11.9,13.0,15.5,6.5,5.1,6.7,2.6,1.4,35.7,72.4,68.1,13.6,10.7,49.3,50.7,44.5,55.5,44.4,7.6,0.4,7.4,0.1,0.2,36.6,240051
CA26,2014,712804,50.0,50.0,6.6,6.9,7.0,7.4,7.5,13.2,12.6,14.0,7.0,5.1,7.1,3.7,1.9,36.2,75.0,70.3,15.7,12.7,49.4,50.6,45.3,54.7,43.9,1.6,0.4,6.9,0.1,0.1,44.7,237714
CA27,2014,716835,48.2,51.8,4.4,5.3,6.0,6.5,6.6,13.7,13.4,14.6,7.3,6.0,8.5,5.0,2.8,41.0,80.3,76.8,19.8,16.2,46.7,53.3,43.3,56.7,27.4,4.6,0.2,38.4,0.0,0.2,27.2,261652
CA28,2014,708212,49.5,50.5,4.8,4.4,4.2,4.3,6.3,19.1,16.0,14.0,6.8,6.0,7.4,4.5,2.3,39.2,84.1,81.4,17.7,14.2,49.5,50.5,43.4,56.6,55.8,2.7,0.2,12.9,0.1,0.3,25.2,314042
CA29,2014,692267,49.5,50.5,6.7,6.9,6.8,7.2,8.5,16.7,15.2,13.3,5.4,4.4,5.2,2.6,1.1,33.0,75.2,70.9,11.2,8.9,49.0,51.0,42.4,57.6,17.8,3.8,0.1,8.0,0.1,0.2,68.7,207749
CA30,2014,744617,49.8,50.2,5.9,5.4,5.7,6.2,6.8,14.8,14.6,14.1,6.8,5.9,7.5,3.9,2.4,38.9,79.1,75.7,17.1,13.8,49.3,50.7,44.8,55.2,49.6,3.8,0.1,12.2,0.1,0.3,30.6,282541
CA31,2014,725024,49.8,50.2,7.9,7.4,7.8,8.0,8.5,14.9,13.6,12.3,5.5,4.7,5.5,2.7,1.2,31.8,72.4,67.1,11.9,9.4,49.2,50.8,44.8,55.2,28.5,10.4,0.2,7.1,0.2,0.3,51.6,229671
CA32,2014,706167,49.5,50.5,6.1,6.5,6.5,7.7,8.1,14.8,12.5,13.9,6.2,4.9,6.9,4.0,1.7,35.1,76.3,71.6,15.5,12.6,49.0,51.0,42.3,57.7,16.5,3.0,0.4,16.8,0.0,0.1,61.7,204727
CA33,2014,717954,48.2,51.8,5.3,5.1,5.2,6.2,6.5,13.9,14.0,15.6,6.7,5.5,8.3,5.1,2.7,40.8,81.1,76.6,19.2,16.1,47.9,52.1,45.1,54.9,66.3,2.7,0.2,13.9,0.1,0.4,12.9,328790
CA34,2014,712425,51.9,48.1,6.4,6.1,5.6,6.9,8.5,18.6,15.7,12.5,5.4,4.1,5.8,3.1,1.3,33.7,77.9,73.1,12.7,10.2,52.0,48.0,42.2,57.8,9.8,4.2,0.1,18.3,0.3,0.3,65.9,249169
CA35,2014,728298,50.2,49.8,7.2,7.9,8.0,8.4,9.3,14.7,13.6,13.1,5.2,4.2,4.9,2.3,1.0,31.1,71.9,66.4,10.6,8.3,49.7,50.3,42.8,57.2,15.5,7.0,0.1,7.0,0.6,0.1,67.5,196906
CA36,2014,722653,50.3,49.7,6.9,7.3,6.8,6.6,5.8,12.3,11.6,12.0,5.9,5.4,10.5,6.3,2.5,38.6,75.0,71.1,22.5,19.3,49.9,50.1,47.1,52.9,43.1,3.9,0.5,2.5,0.4,0.1,47.6,343756
CA37,2014,732610,48.3,51.7,6.4,5.8,5.6,6.3,8.5,18.0,14.5,13.2,5.6,4.7,6.3,3.4,1.6,34.6,79.0,74.2,14.1,11.4,47.6,52.4,41.5,58.5,26.3,22.1,0.1,9.3,0.2,0.6,38.8,283474
CA38,2014,725481,48.4,51.6,6.6,6.4,6.8,7.0,8.2,13.5,13.1,13.5,6.3,5.6,6.9,4.0,2.1,36.0,75.8,71.5,16.4,13.0,47.7,52.3,41.1,58.9,17.6,4.1,0.3,14.9,0.5,0.3,60.6,220354
CA39,2014,721014,49.1,50.9,5.4,5.7,6.4,7.5,7.6,13.8,13.1,15.0,6.7,6.0,7.1,3.7,2.0,37.7,77.7,73.5,16.0,12.8,48.6,51.4,44.3,55.7,32.6,2.1,0.2,29.1,0.4,0.1,33.3,236526
CA40,2014,718451,49.4,50.6,8.7,8.2,8.0,8.9,9.8,14.7,15.1,11.1,4.4,3.4,4.4,2.3,1.0,29.3,69.7,64.0,9.5,7.6,49.4,50.6,43.4,56.6,4.9,4.5,0.1,2.1,0.2,0.1,87.7,183667
CA41,2014,734942,48.8,51.2,7.0,7.9,7.9,8.7,10.2,14.2,12.8,12.9,5.2,4.6,4.7,2.8,1.1,30.4,72.2,66.3,11.2,8.6,48.5,51.5,42.8,57.2,24.6,8.6,0.3,4.8,0.3,0.1,59.3,205948
CA42,2014,746215,50.5,49.5,6.8,7.6,8.1,7.7,6.5,13.8,14.0,13.9,5.3,5.2,6.6,3.3,1.3,34.6,72.5,68.1,14.2,11.2,50.0,50.0,44.6,55.4,44.3,5.3,0.4,9.7,0.1,0.3,36.6,232908
CA43,2014,730217,47.7,52.3,7.0,6.9,6.7,6.7,8.3,15.5,12.9,14.5,6.0,4.6,6.4,3.2,1.4,34.2,75.4,71.2,13.7,11.0,47.0,53.0,39.9,60.1,14.4,22.1,0.1,12.9,0.3,0.2,47.0,251877
CA44,2014,706791,49.7,50.3,8.2,7.9,7.4,8.2,8.6,14.6,13.1,13.2,5.3,4.3,5.3,2.9,1.1,31.5,71.7,66.6,11.7,9.3,48.7,51.3,42.2,57.8,6.2,16.4,0.1,5.8,0.6,0.2,69.4,190356
CA45,2014,733706,48.6,51.4,5.0,6.0,6.7,7.0,7.0,12.5,13.3,16.0,7.1,5.5,7.4,4.4,2.0,39.9,78.4,73.6,17.0,13.8,47.9,52.1,43.6,56.4,53.4,1.7,0.3,22.1,0.2,0.2,18.8,272012
CA46,2014,726686,50.7,49.3,7.9,7.4,7.3,7.4,8.7,16.7,14.4,12.6,4.6,3.9,5.2,2.9,1.1,31.4,73.1,68.1,11.4,9.1,50.0,50.0,42.8,57.2,18.8,1.5,0.1,12.1,0.3,0.1,66.2,192425
CA47,2014,721957,49.7,50.3,6.1,6.6,6.7,7.2,7.9,14.5,14.2,13.5,6.3,5.1,6.6,3.6,1.7,35.8,76.1,71.8,14.7,11.9,49.2,50.8,43.7,56.3,32.3,7.4,0.3,20.9,0.7,0.1,35.4,256889
CA48,2014,723140,49.6,50.4,5.2,5.7,6.2,5.8,6.8,13.6,14.5,14.9,6.9,5.7,8.5,4.4,1.9,40.3,79.0,75.6,17.9,14.8,49.2,50.8,43.4,56.6,55.8,1.0,0.2,18.8,0.4,0.1,21.0,282630
CA49,2014,717823,50.5,49.5,6.5,5.9,6.3,5.6,8.2,13.5,13.8,14.6,6.6,5.9,7.4,3.7,2.1,37.9,77.9,74.0,16.5,13.2,50.8,49.2,44.1,55.9,62.2,3.6,0.3,5.8,0.5,0.4,24.5,280470
CA50,2014,730427,49.0,51.0,6.2,6.5,6.6,7.9,7.1,13.1,13.3,13.8,7.5,5.1,7.5,3.7,1.8,36.9,76.2,71.3,16.0,13.0,48.8,51.2,44.4,55.6,57.4,2.4,0.8,5.2,0.2,0.4,30.6,252592
CA51,2014,743982,50.8,49.2,8.1,7.9,7.2,8.6,9.3,15.3,12.4,11.3,5.1,4.5,5.6,3.5,1.1,30.4,71.7,66.3,13.0,10.3,50.4,49.6,42.8,57.2,13.1,6.7,0.5,7.7,0.3,0.1,69.9,218441
CA52,2014,713904,50.4,49.6,6.0,5.3,5.2,6.1,8.8,17.6,13.1,13.6,5.6,5.4,7.3,4.1,1.9,35.6,80.0,75.8,16.3,13.3,50.2,49.8,44.3,55.7,59.3,2.8,0.2,20.2,0.3,0.2,13.4,295068
CA53,2014,741909,50.5,49.5,6.2,6.1,6.0,6.2,8.0,17.4,13.6,13.6,5.8,5.1,6.4,3.3,2.1,35.0,78.4,73.7,14.7,11.8,49.6,50.4,45.3,54.7,41.8,6.9,0.2,13.1,0.7,0.3,33.0,284893
CO01,2014,772255,50.1,49.9,6.8,6.1,5.3,4.9,6.8,20.5,15.2,12.2,6.1,5.0,6.2,3.2,1.6,34.8,79.0,75.7,13.9,11.0,49.9,50.1,43.3,56.7,57.0,8.1,0.4,3.2,0.0,0.2,28.3,345330
CO02,2014,755671,50.9,49.1,4.9,5.8,6.4,7.2,9.6,13.5,12.9,13.8,7.8,5.9,7.3,3.5,1.4,36.9,79.5,73.4,15.5,12.2,50.5,49.5,45.5,54.5,83.1,0.8,0.3,2.8,0.1,0.3,10.4,361196
CO03,2014,721617,49.8,50.2,5.7,6.0,7.1,6.9,6.1,12.5,12.3,13.4,7.5,6.9,9.3,4.6,1.7,40.0,77.4,72.8,19.7,15.6,49.8,50.2,46.9,53.1,71.2,0.9,1.2,0.7,0.1,0.3,24.1,356843
CO04,2014,748624,50.4,49.6,6.6,7.5,7.4,7.0,5.9,12.5,13.9,14.5,6.5,6.0,7.3,3.3,1.5,37.3,74.2,70.2,15.5,12.1,50.3,49.7,46.4,53.6,72.8,1.1,0.4,1.7,0.1,0.1,21.9,289253
CO05,2014,749815,50.9,49.1,6.6,6.7,6.8,6.8,7.9,14.6,12.4,13.8,6.3,5.8,7.3,3.8,1.1,35.4,75.9,71.3,15.6,12.2,50.9,49.1,45.2,54.8,72.6,5.2,0.4,2.5,0.3,0.1,15.0,310481
CO06,2014,765338,49.0,51.0,6.9,7.8,8.0,6.6,5.8,14.0,15.4,13.9,5.9,5.4,6.4,2.9,1.0,35.6,73.2,69.6,13.5,10.4,48.2,51.8,43.6,56.4,61.7,8.4,0.3,5.7,0.2,0.3,20.4,288292
CO07,2014,755047,50.6,49.4,6.8,6.5,7.0,6.1,6.8,15.2,13.5,13.5,6.3,5.9,7.2,3.6,1.6,35.9,75.9,72.5,15.7,12.4,49.9,50.1,43.6,56.4,66.1,1.3,0.3,2.9,0.1,0.3,27.1,295896
CT01,2014,716580,48.3,51.7,5.4,6.2,6.2,6.2,6.1,13.4,12.2,14.8,7.2,6.1,8.7,4.7,2.8,40.6,78.4,74.7,19.8,16.1,47.7,52.3,41.5,58.5,63.8,14.2,0.1,4.4,0.0,0.2,15.4,302925
CT02,2014,714637,50.1,49.9,4.7,5.6,6.1,7.6,7.7,11.5,11.8,15.9,7.9,6.0,8.6,4.5,2.2,41.0,79.7,74.1,18.6,15.3,49.8,50.2,44.9,55.1,82.7,3.4,0.1,3.1,0.0,0.2,7.7,300632
CT03,2014,716738,47.5,52.5,5.2,5.5,5.8,7.3,7.5,13.4,12.0,15.1,6.6,6.0,8.2,4.6,2.7,39.6,79.5,74.1,18.9,15.5,46.9,53.1,41.8,58.2,66.7,13.2,0.3,4.0,0.0,0.4,13.7,300023
CT04,2014,735823,48.9,51.1,6.1,7.3,7.0,7.1,5.7,11.7,13.3,15.8,6.9,5.5,7.3,3.9,2.5,39.2,75.2,71.4,16.7,13.6,48.1,51.9,42.0,58.0,63.2,11.3,0.1,4.8,0.0,0.4,18.1,280825
CT05,2014,712302,48.7,51.3,5.0,5.9,6.8,7.0,5.9,11.1,13.0,15.8,7.6,6.7,8.1,4.5,2.6,41.6,78.1,74.1,19.1,15.2,48.1,51.9,44.0,56.0,70.4,5.9,0.0,3.9,0.0,0.2,18.2,303667
DE01,2014,925749,48.4,51.6,6.1,6.2,6.2,6.3,7.3,12.9,12.1,14.1,6.6,6.5,9.3,4.7,1.9,39.1,78.0,73.8,19.7,15.9,47.7,52.3,44.4,55.6,64.0,20.8,0.3,3.6,0.0,0.2,8.7,412015
FL01,2014,729553,50.2,49.8,6.0,5.9,6.3,6.5,7.7,13.8,11.6,14.3,6.9,5.9,8.7,4.8,1.6,38.3,78.4,73.8,18.7,15.2,50.0,50.0,44.0,56.0,73.8,13.3,0.5,2.5,0.1,0.1,6.1,349746
FL02,2014,710751,50.7,49.3,5.5,5.4,5.6,6.8,11.2,13.8,12.3,13.1,6.7,5.8,8.1,4.0,1.6,36.6,80.2,73.8,16.8,13.8,50.5,49.5,44.8,55.2,65.2,24.7,0.5,2.1,0.0,0.2,5.5,338820
FL03,2014,707112,50.2,49.8,5.5,6.2,6.1,7.3,9.7,12.1,11.0,13.2,6.7,5.9,9.5,5.1,1.8,37.9,78.6,72.8,19.7,16.3,50.1,49.9,46.4,53.6,72.9,13.2,0.2,3.0,0.3,0.2,8.1,300392
FL04,2014,705007,49.5,50.5,6.0,5.9,5.7,5.8,6.7,15.6,13.3,14.1,7.2,6.0,8.2,3.8,1.8,38.3,79.0,75.2,17.0,13.8,48.7,51.3,43.6,56.4,72.0,12.4,0.2,4.6,0.1,0.1,8.2,314878
FL05,2014,729368,48.5,51.5,7.4,6.6,7.2,6.8,8.6,14.6,12.5,13.2,6.1,5.3,6.8,3.6,1.4,34.1,74.7,70.2,14.9,11.8,47.3,52.7,42.6,57.4,30.0,51.6,0.3,2.7,0.0,0.4,12.5,312189
FL06,2014,722788,48.6,51.4,4.6,5.2,5.2,6.6,5.6,9.8,11.2,13.8,7.4,7.4,13.0,6.9,3.1,46.4,81.2,76.9,27.6,23.1,48.1,51.9,45.9,54.1,80.0,8.2,0.2,2.2,0.0,0.3,7.2,366967
FL07,2014,716811,48.9,51.1,4.9,5.6,6.5,8.1,7.9,13.8,11.6,14.4,7.0,6.0,7.9,4.0,2.3,37.8,79.0,72.8,17.4,14.1,48.1,51.9,43.4,56.6,64.1,9.0,0.1,3.4,0.0,0.1,21.2,295696
FL08,2014,704053,48.8,51.2,4.6,5.5,5.2,5.8,5.5,9.8,10.7,14.8,7.5,7.2,12.4,8.0,3.1,47.7,81.3,77.7,27.8,23.5,48.0,52.0,45.3,54.7,76.3,9.8,0.3,2.0,0.0,0.1,9.6,353286
FL09,2014,768459,48.7,51.3,6.4,6.5,7.1,6.7,8.2,15.2,14.9,13.4,5.8,4.6,7.1,3.1,1.1,35.0,75.8,71.4,13.9,11.3,48.2,51.8,43.2,56.8,37.4,9.6,0.1,4.4,0.0,0.3,46.1,317005
FL10,2014,732296,48.8,51.2,5.7,5.4,6.8,5.5,6.1,12.7,14.0,14.3,6.3,5.5,9.8,5.7,2.1,40.7,78.6,75.3,20.9,17.6,48.4,51.6,46.1,53.9,64.5,11.8,0.2,3.5,0.0,1.0,17.3,335647
