state_district,election,name,party,incumbent_challenger_open,receipts,from_individuals,from_committees,from_candidate,disbursements,cash_on_hand,debts
PA12,2018,FRIEDENBERG MARC,Democratic Party,Challenger,82720.98,80676.27,1095.29,427.5,73305.57,9415.41,0.0
PA12,2018,KAIRNES GERALD JAMES,Other,Challenger,590.0,590.0,0.0,0.0,414.58,480.61,0.0
PA12,2018,MCLINKO DOUG,Republican Party,Challenger,112985.62,93985.62,500.0,18500.0,103994.63,8990.99,11500.0
PA12,2018,STOLZ JOHN,Democratic Party,Challenger,7432.4,4677.78,0.0,2754.62,7432.4,0.0,0.0
PA13,2018,BLOOM STEPHEN,Republican Party,Open,349627.49,322484.45,24742.0,0.0,349627.49,0.0,0.0
PA13,2018,HORNBERGER BENJAMIN,Republican Party,Open,475.9,390.0,0.0,85.0,573.57,-57.67,0.0
PA13,2018,MASTRIANO DOUGLAS PH.D. COL PH.D,Republican Party,Open,57254.16,55247.0,0.0,2007.16,57254.16,0.0,0.0
PA13,2018,EICHELBERGER JOHN H. JR.,Republican Party,Challenger,193955.06,133098.56,10500.0,50356.5,193955.06,0.0,50256.5
PA13,2018,HALVORSON ARTHUR L,Republican Party,Challenger,125332.0,59882.0,0.0,65450.0,118752.75,23139.74,427000.0
PA13,2018,JOYCE JOHN,Republican Party,Challenger,1113336.51,96736.0,156177.51,860423.0,1101035.72,12300.79,860423.0
PA13,2018,OTTAWAY BRENT M,Democratic Party,Challenger,10837.9,7056.76,0.0,3200.0,7183.14,3654.76,0.0
PA13,2018,SCHOOLEY TRAVIS,Republican Party,Challenger,21398.0,5407.0,0.0,4427.0,21344.0,76.0,0.0
PA14,2018,RESCHENTHALER GUY MR.,Republican Party,Open,436698.0,181208.0,232490.0,23000.0,380119.75,56578.25,23288.0
PA14,2018,SACCONE RICK,Republican Party,Open,1996774.03,1335750.1,452334.56,11000.0,1995669.82,1104.21,11000.0
PA14,2018,SOLOMON ROBERT,Democratic Party,Open,285769.74,33766.85,0.0,251783.69,275009.8,4579.92,146300.0
PA14,2018,BOERIO BIBIANA,Democratic Party,Challenger,205142.86,94892.86,5250.0,105000.0,121272.64,83870.22,52500.0
PA14,2018,PRIGG THOMAS LEE,Democratic Party,Challenger,48483.6,48065.99,0.0,417.61,46830.89,2034.18,0.0
PA15,2018,BOSER SUSAN,Democratic Party,Open,47682.73,23876.59,591.49,23214.65,44881.54,2801.19,20500.0
PA15,2018,LEINER WILLIAM JR.,Democratic Party,Open,14175.86,12240.86,0.0,1060.0,15558.93,-2031.06,750.0
PA15,2018,MACKENZIE RYAN EDWARD,Republican Party,Open,267161.88,217732.88,34279.0,15150.0,191037.8,76124.08,0.0
PA15,2018,PRIES MICHAEL H,Republican Party,Open,92040.0,76490.0,2550.0,13000.0,92040.0,0.0,0.0
PA15,2018,SIMMONS JUSTIN JAY,Republican Party,Open,63266.42,58805.61,3500.0,946.81,63266.42,0.0,0.0
PA15,2018,WILD SUSAN,Democratic Party,Open,1100515.32,679252.28,133450.0,35000.0,400037.65,700477.67,35000.0
PA15,2018,DENT CHARLES WIEDER*,Republican Party,Incumbent,589305.04,202561.0,375563.16,0.0,542720.64,899477.31,0.0
PA15,2018,THOMPSON GLENN,Republican Party,Incumbent,999019.33,510983.41,487978.73,0.0,877066.17,406004.95,0.0
PA16,2018,KELLY GEORGE J JR,Republican Party,Incumbent,1778514.42,585962.04,1182195.58,0.0,820135.55,1700480.63,90000.0
PA16,2018,DINICOLA RONALD A.,Democratic Party,Challenger,560686.43,362605.02,52066.38,140815.03,217763.52,342922.91,140000.0
PA16,2018,GEORGE JOHN,Democratic Party,Challenger,13995.0,12995.0,1000.0,0.0,7632.19,6362.81,0.0
PA16,2018,MULTARI ROBERT DR.,Democratic Party,Challenger,42840.0,7740.0,0.0,0.0,37340.95,5499.05,35100.0
PA16,2018,RIEGER CHRIS,Democratic Party,Challenger,28386.85,23386.85,5000.0,0.0,28230.08,156.77,0.0
PA17,2018,LAMB CONOR,Democratic Party,Incumbent,7412231.37,6792195.82,482210.24,0.0,5315580.4,2096650.97,0.0
PA17,2018,ROTHFUS KEITH MR.,Republican Party,Incumbent,2032587.95,957732.41,891650.0,0.0,578627.17,2067633.27,193477.71
PA17,2018,LINSENMAYER RAYMOND,Democratic Party,Challenger,57397.87,56397.87,0.0,1000.0,58570.68,-1172.81,0.0
PA17,2018,TARASI ELIZABETH M,Democratic Party,Challenger,237994.18,230137.87,700.0,395.03,173991.62,64002.56,0.0
PA18,2018,CROSSEY MICHAEL J,Democratic Party,Open,36003.23,15453.23,500.0,20050.0,39547.23,-3544.0,10000.0
PA18,2018,IOVINO PAMELA M,Democratic Party,Open,64602.77,56902.77,5000.0,2700.0,64602.77,0.0,0.0
PA18,2018,ORTITAY JASON A,Republican Party,Open,1545.0,0.0,0.0,1545.0,1545.0,0.0,0.0
PA18,2018,WARD KIM,Republican Party,Open,15500.0,4500.0,1000.0,10000.0,15500.0,0.0,0.0
PA18,2018,DOYLE MICHAEL,Democratic Party,Incumbent,567039.46,129145.21,427095.26,0.0,580960.52,202606.62,0.0
PA18,2018,BROOKS JANIS C DR,Democratic Party,Challenger,3340.88,199.7,0.0,3138.18,1961.84,1860.84,174.0
PA18,2018,BROOKS JANIS C REV DR,Democratic Party,Challenger,3340.88,199.7,0.0,3138.18,1961.84,1860.84,174.0
PA18,2018,CERILLI GINA DOMENICA,Democratic Party,Challenger,17160.0,0.0,0.0,0.0,17160.0,0.0,0.0
RI01,2018,CICILLINE DAVID N,Democratic Party,Incumbent,1308459.52,926483.61,355575.0,0.0,816150.83,1225479.69,0.0
RI02,2018,LANGEVIN JAMES R. HONORABLE,Democratic Party,Incumbent,830734.72,444737.32,375211.6,300.0,510676.33,960506.74,6443.91
RI02,2018,CAIOZZO SALVATORE,Republican Party,Challenger,3830.0,1730.0,0.0,2100.0,3525.33,1189.67,2100.0
SC01,2018,SANFORD MARSHALL C. HON.,Republican Party,Incumbent,919246.0,654210.69,264985.0,0.0,503556.1,1496330.24,0.0
SC01,2018,ARRINGTON KATHERINE ELIZABETH,Republican Party,Challenger,714725.58,246166.58,41500.0,427059.0,652952.14,61773.44,358300.0
SC01,2018,CHERNY DIMITRI,Republican Party,Challenger,1194.0,1194.0,0.0,0.0,7000.0,-5806.0,0.0
SC01,2018,CUNNINGHAM JOE,Democratic Party,Challenger,796191.55,793691.55,0.0,0.0,477253.92,318937.63,0.0
SC01,2018,FIENNING TED,Republican Party,Challenger,58171.0,58171.0,0.0,0.0,58171.0,0.0,0.0
SC01,2018,PEREZ THOMAS STAUFFER,Republican Party,Challenger,21070.0,11070.0,0.0,10000.0,21070.0,0.0,0.0
SC01,2018,SMITH TOBY,Democratic Party,Challenger,15550.0,14414.0,0.0,1136.0,9818.71,3626.41,0.0
SC02,2018,WILSON JOE THE HON.,Republican Party,Incumbent,861484.05,381820.59,462744.15,0.0,906574.14,585712.24,0.0
SC02,2018,CARRIGAN SEAN J MR.,Democratic Party,Challenger,47767.36,25267.36,0.0,22500.0,53272.25,5776.82,18000.0
SC02,2018,ROBERTSON ANNABELLE,Democratic Party,Challenger,50409.43,47936.62,0.0,2472.81,46814.04,8919.98,6420.0
SC03,2018,DUNCAN JEFFREY D MR.,Republican Party,Incumbent,573070.65,154085.79,418471.37,0.0,391493.9,246862.4,0.0
SC03,2018,CLEVELAND HOSEA N,Democratic Party,Challenger,17654.6,6556.0,0.0,10647.0,14953.54,67.0,0.0
SC03,2018,GEREN MARY SMITH,Democratic Party,Challenger,154751.74,149751.74,5000.0,0.0,137866.3,16885.44,0.0
SC04,2018,BELL BARRY,Republican Party,Open,5620.41,2620.41,0.0,3000.0,4274.41,1307.39,1300.0
SC04,2018,BRIGHT LEE,Republican Party,Open,343037.73,339641.43,3000.0,0.0,293184.24,49853.49,510.0
SC04,2018,BROWN BRANDON PENDARVIS,Democratic Party,Open,30672.75,26375.0,0.0,4297.75,27767.43,1055.32,577.75
SC04,2018,BROWN STEPHEN H MR,Republican Party,Open,202580.0,40580.0,0.0,137000.0,201239.22,1340.78,137000.0
SC04,2018,BURNS MARK,Republican Party,Open,136405.05,130405.05,6000.0,0.0,136405.05,0.0,0.0
SC04,2018,DAVIS JOHN TIMOTHY,Democratic Party,Open,8524.4,6924.4,0.0,1600.0,8524.4,0.0,1500.0
SC04,2018,EPLEY JAMES,Republican Party,Open,101965.0,31435.0,0.0,70530.0,91366.61,10598.39,70480.0
SC04,2018,FURAY GUY V MR.,Other,Open,7000.0,7000.0,0.0,0.0,8920.51,-1920.51,0.0
SC04,2018,GRABEN ERIC KNOX,Democratic Party,Open,106171.27,96671.27,0.0,9500.0,106171.27,0.0,0.0
SC04,2018,HAMILTON DANIEL KELLER WIL,Republican Party,Open,277150.72,254400.72,22750.0,0.0,248922.58,28228.14,61005.47
SC04,2018,KIMBRELL JOSHUA BRETT,Republican Party,Open,384666.0,327616.0,0.0,57050.0,379640.58,5025.42,53000.0
SC04,2018,MORIN WILLIAM C III,Democratic Party,Open,40407.86,37907.86,1000.0,1500.0,46333.01,0.91,0.0
SC04,2018,MOSSER JOHN MARSHALL,Republican Party,Open,23600.0,19600.0,0.0,4000.0,6980.23,16619.77,0.0
SC04,2018,PIERCE DONNA SHANNON,Republican Party,Open,92477.7,81930.0,5000.0,25.0,92423.78,53.92,0.0
SC04,2018,SANDERS JUSTIN DAVID MR.,Republican Party,Open,4100.0,100.0,0.0,4000.0,129.87,469.16,0.0
SC04,2018,SCHMID CLAUDE MR.,Republican Party,Open,43084.98,11384.98,0.0,31700.0,45256.73,-1916.69,31700.0
SC04,2018,TIMMONS WILLIAM R. IV,Republican Party,Open,1419169.42,289685.04,36750.0,1092734.38,1359687.95,59481.47,636740.9
SC04,2018,TURNER D LEE,Democratic Party,Open,30932.86,30932.86,0.0,0.0,26609.06,3375.98,0.0
SC04,2018,GOWDY TREY*,Republican Party,Incumbent,2125346.2,1788502.26,155690.43,0.0,1752585.24,1039779.54,0.0
SC05,2018,CONNELLY CHAD,Republican Party,Open,258721.0,230521.0,24000.0,4100.0,258652.25,68.75,4000.0
SC05,2018,FEW SHERI LOU MRS.,Republican Party,Open,76560.27,64971.44,0.0,11588.83,92635.27,0.0,0.0
SC05,2018,FRANK ALEXIS,Democratic Party,Open,65986.6,65983.82,0.0,0.0,55453.37,10533.23,0.0
SC05,2018,MULLIKIN TOM,Republican Party,Open,495314.96,103843.0,16000.0,375471.96,495314.96,0.0,0.0
SC05,2018,MURPHY LES,Democratic Party,Open,8960.0,8305.0,0.0,0.0,3824.17,5135.83,0.0
SC05,2018,POPE TOMMY,Republican Party,Open,463523.92,356818.52,50550.0,50000.0,463523.92,0.0,0.0
SC05,2018,THORNTON JOSH,Other,Open,5398.0,4360.0,0.0,38.0,5398.0,0.0,0.0
SC05,2018,WAMPLER KRIS ANDREW,Republican Party,Open,3180.0,1970.0,0.0,1210.0,4886.27,-1706.27,0.0
SC05,2018,MULVANEY JOHN MICHAEL 'MICK'*,Republican Party,Incumbent,20.46,0.0,0.0,0.0,141056.1,15761.72,0.0
SC05,2018,NORMAN RALPH W. JR.,Republican Party,Incumbent,2159355.43,1326395.1,332950.0,495000.0,1663379.34,495976.09,440000.0
SC05,2018,ALI MARK ANTHONY,Democratic Party,Challenger,0.0,385.0,0.0,20.0,349.0,0.0,0.0
SC05,2018,BLESDOE DVM WILLIAM D,Republican Party,Challenger,10000.0,0.0,0.0,10000.0,10000.0,0.0,9353.0
SC05,2018,LOUGH STEPHEN HARRISON,Democratic Party,Challenger,15022.36,6025.0,250.0,8747.36,10187.33,5655.84,613.69
SC05,2018,PARNELL ARCHIE,Democratic Party,Challenger,1880484.58,1234866.87,80450.0,565000.0,1475198.47,405286.11,395000.0
SC06,2018,CLYBURN JAMES E.,Democratic Party,Incumbent,1441055.01,155531.81,1280336.76,0.0,1292046.21,1066527.15,0.0
SC06,2018,GRESSMANN GERHARD RALF REV,Republican Party,Challenger,8379.28,1575.0,0.0,5504.28,951.38,7741.08,6004.28
SC07,2018,RICE TOM,Republican Party,Incumbent,1302645.0,595137.0,705300.0,0.0,735317.6,1092636.9,0.0
SC07,2018,FISCHER BRUCE DR.,Democratic Party,Challenger,43903.02,2520.0,0.0,41118.02,24973.73,6256.77,5000.0
SC07,2018,HAMMOND LARRY GUY,Republican Party,Challenger,1874.12,200.0,0.0,1674.12,7207.43,135.98,0.0
SC07,2018,HOPKINS WILLIAM E. JR.,Democratic Party,Challenger,113130.0,109360.0,1000.0,2770.0,111651.72,1478.28,4050.0
SC07,2018,HYMAN MAL,Democratic Party,Challenger,49419.78,49419.78,0.0,0.0,43301.94,6117.84,0.0
SC07,2018,WILLIAMS ROBERT,Democratic Party,Challenger,12962.43,12332.2,500.0,125.0,11087.27,1875.16,0.0
SD01,2018,BJORKMAN TIMOTHY W MR.,Democratic Party,Open,463096.76,357085.47,11007.55,94548.69,245792.28,217604.48,25000.0
SD01,2018,JOHNSON DUSTY,Republican Party,Open,806258.71,690002.02,72550.0,41369.33,758077.41,151482.68,3724.29
SD01,2018,KREBS SHANTEL,Republican Party,Open,682641.15,648012.79,32850.0,1686.69,596913.28,85727.87,0.0
SD01,2018,TAPIO NEAL,Republican Party,Open,182010.0,21985.0,0.0,155025.0,167360.32,14649.68,155025.0
SD01,2018,WIECZOREK RONALD LEE,Other,Open,6580.0,0.0,0.0,1038.0,4639.0,1940.0,0.0
TN01,2018,ROE DAVID PHILLIP DR.,Republican Party,Incumbent,290838.0,274113.0,14000.0,0.0,261953.25,503013.43,0.0
TN01,2018,BANYAS MICKIE LOU,Republican Party,Challenger,5920.0,4920.0,0.0,1000.0,5031.98,888.02,0.0
TN01,2018,MCKINLEY TODD ALLEN,Republican Party,Challenger,45456.15,17004.83,0.0,27551.32,37051.42,8249.73,0.0
TN01,2018,OLSEN MARTIN,Democratic Party,Challenger,67898.82,55406.56,0.0,12492.26,55636.73,12262.09,0.0
TN02,2018,BURCHETT TIM,Republican Party,Open,607518.47,589678.22,16425.0,0.0,368130.49,239387.98,0.0
TN02,2018,EMERT JASON,Republican Party,Open,432783.25,83365.26,250.0,349167.99,250347.88,182435.37,321000.0
TN02,2018,GROSS KENNETH WAYNE MR.,Republican Party,Open,7261.0,1950.0,0.0,5311.0,5218.0,2042.0,0.0
TN02,2018,HAMBLIN HANK,Republican Party,Open,10945.94,4695.94,0.0,6250.0,10907.75,38.86,6250.0
TN02,2018,HOYOS RENEE,Democratic Party,Open,130160.09,128903.81,0.0,1256.28,68911.33,61248.76,0.0
TN02,2018,MATLOCK JAMES LLOYD,Republican Party,Open,696620.28,505870.28,4000.0,175000.0,464576.43,232243.85,175000.0
TN02,2018,NICKLOES SARAH ASHLEY,Republican Party,Open,146939.03,101165.0,38750.0,0.0,70098.22,76840.81,0.0
TN02,2018,SAGLIANO VITO ANTHONY MR.,Republican Party,Open,12247.35,2999.75,0.0,9247.6,11572.61,979.74,0.0
TN02,2018,SAMPLES WILLIAM,Other,Open,950.0,850.0,0.0,0.0,391.0,558.0,0.0
TN02,2018,WHITMIRE MARC,Other,Open,3156.24,2056.24,0.0,1100.0,1757.75,1398.49,1100.0
TN02,2018,WILLIAMS JOSHUA DR,Democratic Party,Open,119222.28,116255.48,0.0,1238.99,95542.99,23679.29,0.0
TN02,2018,DUNCAN JOHN J REP. JR.*,Republican Party,Incumbent,134675.07,18700.0,81400.0,4000.0,334933.3,758826.42,0.0
TN03,2018,FLEISCHMANN CHARLES J,Republican Party,Incumbent,908601.69,540932.64,363669.05,0.0,287895.34,1169793.36,0.0
TN03,2018,MASSENGALE JEREMY MR.,Republican Party,Challenger,1539.94,632.97,0.0,906.97,1462.58,77.36,0.0
TN03,2018,MITCHELL DANIELLE DR.,Democratic Party,Challenger,173767.17,160009.3,2500.0,10357.87,104888.12,68879.05,5899.94
TN04,2018,DESJARLAIS SCOTT HON.,Republican Party,Incumbent,432434.66,267716.01,164650.0,0.0,153116.25,370053.54,0.0
TN04,2018,HALE CHRISTOPHER JOLLY,Democratic Party,Challenger,40985.18,24485.18,0.0,16500.0,13563.05,27625.46,0.0
TN04,2018,MADDUX DAVID JACKSON,Republican Party,Challenger,24581.21,23.98,0.0,24557.23,20678.87,2121.25,24557.23
TN04,2018,PHILLIPS MARIAH NICOLE,Democratic Party,Challenger,284314.31,264001.09,5428.84,14524.48,175244.98,109069.33,0.0
TN04,2018,REYNOLDS STEVEN DOYLE,Democratic Party,Challenger,44537.47,35837.85,0.0,6811.06,33288.94,11824.94,26782.66
TN05,2018,COOPER JAMES H.S.,Democratic Party,Incumbent,366312.42,182924.37,178000.0,0.0,480728.95,761277.95,0.0
TN06,2018,BARLOW DAWN,Democratic Party,Open,14889.15,11046.2,1142.95,2700.0,8020.52,6720.97,0.0
TN06,2018,CORLEW BOB,Republican Party,Open,1520054.91,19872.0,0.0,1500132.91,851002.13,669052.78,1500000.0
TN06,2018,HEFFERNAN PETER,Democratic Party,Open,23000.0,3000.0,0.0,20000.0,800.56,22199.44,20000.0
TN06,2018,MATHENY JUDD,Republican Party,Open,258891.27,240835.45,18000.0,0.0,235058.38,23832.89,0.0
TN06,2018,ROSE JOHN W.,Republican Party,Open,2919420.0,640170.0,29250.0,500000.0,1359777.55,1559642.45,2250000.0
TN06,2018,VIVIO LAVERN,Republican Party,Open,13595.03,13595.03,0.0,0.0,11889.66,1705.37,0.0
TN06,2018,WINEINGER MERRILEE,Democratic Party,Open,36869.0,18049.0,0.0,18820.0,30379.1,6489.9,0.0
TN06,2018,BLACK DIANE L MRS.*,Republican Party,Incumbent,264263.51,23723.0,230750.0,0.0,325237.03,4262.11,0.0
TN07,2018,GREEN MARK DR.,Republican Party,Open,1610400.08,876207.92,96567.16,620025.0,700491.16,909908.92,500000.0
TN07,2018,KANEW JUSTIN,Democratic Party,Open,257187.12,254075.92,0.0,3050.0,150213.12,106974.0,0.0
TN07,2018,MILLER LEE THOMAS,Republican Party,Open,184320.0,176820.0,7500.0,0.0,184320.0,0.0,0.0
TN07,2018,PENFOLD JOSHUA,Democratic Party,Open,151.0,0.0,0.0,151.0,151.0,0.0,0.0
TN07,2018,REEL MATT,Democratic Party,Open,155545.78,122345.78,9500.0,23700.0,80272.46,75273.32,21000.0
TN08,2018,KUSTOFF DAVID,Republican Party,Incumbent,1370391.98,861466.15,492591.62,0.0,676877.13,808893.82,384000.0
TN08,2018,BOATNER JOHN BURKE JR,Democratic Party,Challenger,36073.55,34998.63,0.0,1074.92,27066.66,9006.89,0.0
TN08,2018,FLINN GEORGE S DR JR,Republican Party,Challenger,2902260.0,2260.0,0.0,2900000.0,1704208.34,1209655.49,3139000.0
TN08,2018,HART JAMES,Other,Challenger,0.78,0.0,0.0,0.0,233.1,1065.42,285485.56
TN09,2018,COHEN STEPHEN IRA,Democratic Party,Incumbent,358903.33,93238.4,261758.42,0.0,172768.88,1127805.78,0.0
TN09,2018,BERGMANN CHARLOTTE,Republican Party,Challenger,30732.29,29128.06,0.0,1604.23,20146.8,10585.49,1604.23
TN09,2018,MANTANONA NICHOLAS BRENT MR.,Other,Challenger,3500.0,3500.0,0.0,0.0,3500.0,0.0,0.0
TN09,2018,SMITH KASANDRA LEE,Democratic Party,Challenger,6080.0,1080.0,0.0,5000.0,3915.86,2164.14,5000.0
TX01,2018,GOHMERT LOUIS B. MR. JR.,Republican Party,Incumbent,674022.32,607557.88,65880.0,0.0,592216.76,103813.53,0.0
TX01,2018,BEAL BRENT,Democratic Party,Challenger,75207.45,63757.42,0.0,1388.14,74359.18,848.27,81.41
TX01,2018,MCKELLAR SHIRLEY JONETTA  DR,Democratic Party,Challenger,26539.13,26339.13,0.0,200.0,26803.38,31.15,3200.0
TX02,2018,BALAT DAVID,Republican Party,Open,180021.54,93022.28,0.0,86600.0,180021.54,0.0,41755.13
TX02,2018,BRYAN PAT,Democratic Party,Open,1192.88,1192.88,0.0,0.0,855.0,2.88,11558.31
TX02,2018,CRENSHAW DANIEL,Other,Open,982455.48,893623.67,66810.01,156.0,882203.73,100251.75,0.0
TX02,2018,HAVENS JONATHAN MR.,Republican Party,Open,162155.0,81655.0,500.0,80000.0,162155.0,0.0,80875.24
TX02,2018,JONES JIMMY DARNELL,Democratic Party,Open,19035.37,19035.37,0.0,0.0,13826.13,5209.24,0.0
TX02,2018,KHORASANI ALI,Democratic Party,Open,12829.87,6084.73,0.0,2528.64,12221.99,607.88,0.0
TX02,2018,LITTON TODD CATLETT,Democratic Party,Open,843045.04,807719.28,23538.67,7787.09,435370.23,407674.81,0.0
TX02,2018,LURIE JUSTIN LEONARD,Republican Party,Open,10018.54,4476.0,0.0,5000.0,10018.54,0.0,4836.0
TX02,2018,MALIK SILKY,Democratic Party,Open,19431.18,4318.0,0.0,11113.18,19523.63,-1113.73,0.0
TX02,2018,PARVIZIAN HAMID,Democratic Party,Open,112582.61,58520.0,0.0,50062.61,101238.99,7343.62,35562.61
TX02,2018,ROBERTS KEVIN,Republican Party,Open,1086643.11,602596.26,87835.25,396125.0,1077456.23,9186.88,323000.0
TX02,2018,SPIERS JON P DR,Republican Party,Open,49637.77,35237.77,0.0,14400.0,46927.22,2710.55,60992.55
TX02,2018,WALKER RICK,Republican Party,Open,590661.61,105575.17,0.0,483500.0,590475.8,185.81,454259.45
TX02,2018,WALL KATHALEEN MRS.,Republican Party,Open,6213448.49,38716.0,5000.0,6169732.49,6213351.28,97.21,0.0
TX02,2018,WHITTAKER MALCOLM EDWIN MR.,Republican Party,Open,11310.0,11110.0,0.0,200.0,9901.48,1388.52,0.0
TX02,2018,POE TED*,Republican Party,Incumbent,336976.38,181653.0,147500.0,0.0,380574.3,2021243.38,0.0
TX03,2018,BELL ADAM CLR NATION,Democratic Party,Open,206193.33,31193.33,0.0,175000.0,210279.34,-85.0,14500.0
TX03,2018,BURCH LORIE LOUISE,Democratic Party,Open,179759.41,148459.32,0.0,26749.5,160632.42,19101.99,23149.5
TX03,2018,JOHNSON SAMUEL H.,Democratic Party,Open,71379.69,60009.68,0.0,7210.11,68467.99,2811.7,0.0
TX03,2018,NIEDERKORN DAVID,Republican Party,Open,53845.74,3845.74,0.0,50000.0,45548.45,9297.29,51000.0
TX03,2018,TAYLOR NICHOLAS V.,Republican Party,Open,2534565.43,846375.31,186250.0,1501940.12,1693359.07,841206.36,634384.71
TX03,2018,YHAP MEDRICK,Democratic Party,Open,8050.0,1350.0,0.0,6700.0,6384.25,1665.0,3200.0
TX03,2018,JOHNSON SAM MR.*,Republican Party,Incumbent,1808.24,289.5,0.0,0.0,361018.18,64811.36,0.0
TX04,2018,RATCLIFFE JOHN L,Republican Party,Incumbent,837165.94,350510.88,476987.27,0.0,710283.41,255494.12,0.0
TX04,2018,BETHEL JR LANDER LOUIS,Democratic Party,Challenger,21667.2,19225.6,0.0,0.0,20658.64,1008.56,0.0
TX04,2018,COOPER JOHN,Republican Party,Challenger,16271.0,3559.0,0.0,12712.0,16271.0,0.0,0.0
TX04,2018,KRANTZ CATHERINE,Democratic Party,Challenger,23481.02,12841.02,0.0,325.0,14261.87,9219.15,10155.0
TX05,2018,CAMPBELL DANIEL C MR.,Republican Party,Open,3775.0,3775.0,0.0,0.0,1552.99,-14.1,0.0
TX05,2018,DEEN SAM ALAN,Republican Party,Open,79963.06,74370.0,0.0,5593.06,79963.06,0.0,0.0
TX05,2018,GOODEN LANCE,Republican Party,Open,595560.0,488760.0,106800.0,0.0,576519.94,19040.06,233599.81
TX05,2018,POUNDS BUNNI,Republican Party,Open,904961.43,759434.37,125352.06,20000.0,901863.53,3097.9,0.0
TX05,2018,SHEETS KENNETH,Republican Party,Open,196075.0,181825.0,13750.0,500.0,196075.0,0.0,0.0
TX05,2018,WOOD DANNY EUGENE JR,Democratic Party,Open,81476.22,54275.14,0.0,23191.07,80622.95,853.27,7000.0
TX05,2018,WRIGHT JASON,Republican Party,Open,146579.87,130349.87,7230.0,0.0,146579.87,0.0,0.0
TX05,2018,HENSARLING JEB HON.*,Republican Party,Incumbent,941261.98,463031.92,472250.0,0.0,775276.89,814048.29,0.0
TX06,2018,ADAIR GLENN DAREN MR. N/A,Other,Open,508.0,0.72,508.0,0.0,470.0,0.0,0.0
TX06,2018,DANDRIDGE JACQUES MR. JR,Republican Party,Open,5126.0,1.0,0.0,5125.0,4194.71,946.33,5125.0
TX06,2018,DUBBERLY SHANNON MICHAEL,Republican Party,Open,117077.62,72026.82,0.0,45050.0,117077.62,0.0,45000.0
TX06,2018,DUNCAN JOHN WESLEY,Democratic Party,Open,34500.18,26775.8,0.0,3724.38,34534.24,-34.06,0.0
TX06,2018,ELLZEY JOHN KEVIN,Republican Party,Open,311683.6,266536.36,21000.0,9467.88,310205.88,1477.72,12826.79
TX06,2018,MITCHELL MONTE MARK DR.,Republican Party,Open,10030.25,400.0,0.0,9630.25,5475.25,4563.04,9630.25
TX06,2018,RATTERREE TROY,Republican Party,Open,52860.0,3860.0,0.0,49000.0,52860.0,0.0,0.0
TX06,2018,SANCHEZ JANA LYNNE MS,Democratic Party,Open,358960.19,345967.7,8000.0,972.49,291187.78,67772.41,0.0
TX06,2018,SHOCKLEE LEVII,Democratic Party,Open,8736.0,954.0,0.0,3782.0,9666.0,-932.0,3276.0
TX06,2018,SNIDER JUSTIN WAYNE,Democratic Party,Open,12852.17,11357.87,500.0,600.0,12693.77,972.52,0.0
TX06,2018,WOOLRIDGE RUBY FAYE MS.,Democratic Party,Open,98676.86,74733.95,425.0,23517.91,74232.61,23333.75,0.0
TX06,2018,WRIGHT RON,Republican Party,Open,313175.68,256225.68,56950.0,0.0,288018.39,25157.29,107415.0
TX06,2018,BARTON JOE LINUS*,Republican Party,Incumbent,500176.76,232383.0,214844.39,0.0,874480.66,47082.39,0.0
TX07,2018,CULBERSON JOHN,Republican Party,Incumbent,2024361.31,736734.62,945350.6,0.0,843175.57,1262877.35,0.0
TX07,2018, ZIEGLER EDWARD RAY,Republican Party,Challenger,37925.0,12925.0,0.0,25000.0,37259.84,885.93,11600.0
TX07,2018,BUTLER JOSHUA A,Democratic Party,Challenger,56282.82,26312.08,0.0,275.0,56282.82,0.0,0.0
TX07,2018,CARGAS JAMES P,Democratic Party,Challenger,98636.51,63460.51,0.0,34900.0,104259.86,793.66,13750.0
TX07,2018,FLETCHER ELIZABETH,Democratic Party,Challenger,2321869.63,2205170.52,84000.0,18494.85,1524807.21,797077.42,5531.75
TX07,2018,KERNER DEBRA,Democratic Party,Challenger,18464.16,15764.16,0.0,2700.0,7830.29,835.95,0.0
TX07,2018,MOSER LAURA,Democratic Party,Challenger,1281739.19,1254653.9,12600.0,1883.44,1281713.95,25.24,20066.32
TX07,2018,SANCHEZ IVAN,Democratic Party,Challenger,64535.97,59669.0,100.0,4766.97,64535.97,0.0,0.0
TX07,2018,TRIANTAPHYLLIS ALEXANDER,Democratic Party,Challenger,1148100.53,1131564.02,3500.0,2002.0,1148005.4,95.13,0.0
TX07,2018,WESTIN JASON,Democratic Party,Challenger,620740.3,523786.46,12000.0,80953.84,614483.94,6256.36,75365.0
TX08,2018,BRADY KEVIN,Republican Party,Incumbent,4258369.61,1206195.0,2442052.5,0.0,3775655.97,1951077.45,0.0
TX08,2018,CANTU JAMES,Republican Party,Challenger,40000.0,0.0,0.0,40000.0,40000.0,0.0,0.0
TX08,2018,DAVID STEVEN,Democratic Party,Challenger,25044.48,25044.48,0.0,0.0,21831.2,2708.54,0.0
TX09,2018,GREEN ALEXANDER,Democratic Party,Incumbent,387334.96,261582.96,125340.0,400.0,343350.3,278109.74,50000.0
TX09,2018,HERNANDEZ BENJAMIN,Other,Challenger,9910.35,8147.5,0.0,1762.85,3163.5,6746.85,0.0
