,state_district,election,name,party,incumbent_challenger_open,receipts,from_individuals,from_committees,from_candidate,disbursements,cash_on_hand,debts,total_pop,male_pop_percent,female_pop_percent,under_five_percent,five_to_nine_percent,ten_to_fourteen_percent,fifteen_nineteen_percent,twenty_to_twentyfour_percent,twentyfive_to_thirtyfour_percent,thirtyfive_to_fortyfour_percent,fortyfive_to_fiftyfour_percent,fiftyfive_to_fiftynine_percent,sixty_to_sixtyfour_percent,sixtyfive_to_seventyfour_percent,seventyfive_to_eightyfour_percent,over_eightyfive_percent,median_age,eighteen_and_over_percent,twentyone_and_over_percent,sixtytwo_and_over_percent,sixtyfive_and_over_percent,eighteen_and_over_male_percent,eighteen_and_over_female_percent,sixtyfive_and_over_male_percent,sixtyfive_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units,spent,won,lost,years_in_service
2229,FL02,2016.0,SUKHIA KEN,Republican Party,Open,179281.3,63281.3,0.0,116000.0,68882.34,110398.96,116000.0,711296.0,50.6,49.4,5.4,5.6,5.4,7.1,10.6,13.7,12.1,12.8,6.5,6.2,8.7,4.2,1.6,36.8,80.3,73.8,17.9,14.5,50.6,49.4,45.3,54.7,64.7,24.7,0.4,2.0,0.2,0.1,5.8,340451.0,0,0,1,0.0
2230,CA23,2016.0,METTLER KEN,Republican Party,Challenger,43818.89,20402.03,990.6,20372.49,43818.89,0.0,19572.49,747914.0,50.2,49.8,8.3,7.8,7.4,7.4,7.2,14.6,12.5,12.3,5.7,5.2,6.6,3.6,1.4,32.9,71.8,67.4,14.5,11.6,50.0,50.0,44.6,55.4,46.5,7.0,0.7,4.7,0.1,0.2,38.0,270707.0,0,0,1,0.0
2231,GA09,2016.0,FONTAINE BERNARD ARTHUR,Republican Party,Challenger,17491.34,11265.0,0.0,6226.34,15121.29,0.0,0.0,717371.0,49.2,50.8,5.5,7.0,7.0,6.7,6.5,11.2,12.9,13.2,6.3,6.3,10.6,5.0,1.6,39.7,76.4,72.4,21.0,17.2,48.6,51.4,46.2,53.8,77.5,7.2,0.2,1.0,0.0,0.2,12.5,320370.0,0,0,1,0.0
2232,NC13,2016.0,BLUST JOHN MARSHALL,Republican Party,Challenger,51561.68,47061.68,4500.0,0.0,48590.14,2971.54,0.0,772469.0,48.5,51.5,6.2,7.3,7.6,6.4,5.3,12.0,14.5,15.2,6.5,6.0,8.0,3.8,1.1,39.0,74.5,71.4,16.2,12.9,47.6,52.4,44.9,55.1,69.2,17.5,0.3,2.3,0.1,0.3,8.5,318240.0,0,0,1,0.0
2233,TX07,2016.0,LLOYD JAMES,Republican Party,Challenger,182520.83,123770.83,2700.0,56050.0,167585.79,14935.04,0.0,770950.0,49.0,51.0,6.9,7.1,7.7,6.1,6.9,16.0,15.5,12.4,6.7,4.9,5.5,2.8,1.4,34.5,74.1,70.9,12.5,9.6,49.0,51.0,44.6,55.4,43.2,12.7,0.1,10.7,0.0,0.2,31.4,319976.0,0,0,1,0.0
2234,DE01,2016.0,REIGLE HANS,Republican Party,Open,131439.63,109330.49,5753.35,16355.79,74687.38,56752.25,28139.68,935614.0,48.5,51.5,6.0,6.1,6.1,6.5,6.8,13.0,11.9,13.7,7.4,6.0,9.8,4.8,1.8,39.6,78.2,73.8,19.9,16.4,47.8,52.2,44.6,55.4,63.5,21.1,0.3,3.9,0.0,0.2,8.9,417413.0,0,0,1,0.0
2235,NC02,2016.0,MCNEIL JOHN P,Democratic Party,Challenger,26508.12,19051.92,0.0,5716.2,23221.87,3286.25,4494.0,774723.0,49.7,50.3,7.0,7.4,7.3,6.2,6.6,13.6,13.6,13.7,6.2,4.9,8.1,3.7,1.6,36.4,74.4,70.7,16.4,13.4,48.8,51.2,42.7,57.3,65.0,16.5,0.8,4.0,0.1,0.1,10.9,322074.0,0,0,1,0.0
2236,MS01,2016.0,ROSS HERMAN HENRY II,Republican Party,Open,107933.48,31294.5,1000.0,75589.76,108000.49,-368.76,115911.42,760275.0,48.5,51.5,6.0,7.0,7.2,7.6,6.7,12.5,13.2,13.0,6.5,5.6,8.6,4.6,1.5,37.1,75.6,70.7,17.7,14.7,47.5,52.5,42.5,57.5,67.6,27.2,0.1,0.6,0.0,0.1,3.0,323162.0,0,0,1,0.0
2237,NY18,2016.0,CASTRICONE DAN,Republican Party,Challenger,23635.0,11110.0,0.0,12525.0,20789.43,2845.57,29793.41,720115.0,49.9,50.1,5.7,6.4,7.2,7.6,7.3,10.7,12.4,15.6,7.2,5.8,8.2,4.2,1.8,39.6,76.3,71.4,17.4,14.2,49.4,50.6,44.4,55.6,69.2,9.0,0.2,3.0,0.0,0.2,16.5,273831.0,0,0,1,0.0
2238,NC12,2016.0,HENLEY GARDENIA M,Democratic Party,Challenger,10375.98,3185.98,0.0,7190.0,10102.72,343.87,11785.0,778251.0,48.0,52.0,7.3,7.0,6.6,7.2,9.4,16.9,13.6,12.7,5.7,4.2,5.8,2.7,1.0,32.2,75.4,70.1,11.8,9.5,47.4,52.6,40.7,59.3,28.5,50.7,0.2,4.1,0.0,0.4,13.7,328293.0,0,0,1,0.0
2239,WI06,2016.0,SLATTERY WILLIAM,Democratic Party,Challenger,12890.0,0.0,0.0,10000.0,4764.0,8125.0,0.0,712031.0,50.5,49.5,5.5,5.7,6.6,6.2,6.4,11.9,11.8,14.8,7.8,6.7,9.0,5.2,2.5,41.9,78.4,74.8,20.5,16.7,50.2,49.8,44.4,55.6,90.0,1.6,0.4,2.4,0.0,0.1,4.4,322862.0,0,0,1,0.0
2240,MI10,2016.0,PAVLOV PHILLIP S.,Republican Party,Open,362742.6,328492.6,3750.0,30000.0,246911.23,115831.37,30000.0,706525.0,49.7,50.3,5.4,6.2,6.5,6.4,5.9,10.6,12.2,15.6,7.8,6.9,9.8,4.8,2.0,42.8,77.7,74.1,20.5,16.6,49.1,50.9,44.6,55.4,90.7,2.4,0.3,1.7,0.0,0.1,3.2,305706.0,0,0,1,0.0
2241,MA03,2016.0,TSONGAS NICOLA S,Democratic Party,Incumbent,1025769.12,684408.12,298310.0,0.0,802934.87,624171.98,0.0,755778.0,49.3,50.7,6.2,6.1,7.0,6.6,6.4,12.7,12.9,15.7,7.4,5.5,7.9,3.8,1.7,38.7,76.9,72.8,16.6,13.4,49.0,51.0,44.4,55.6,69.1,2.1,0.2,7.4,0.0,0.4,19.1,291341.0,1134044,1,0,9.0
2242,IL12,2016.0,VOWELL EDWARD F.,Democratic Party,Challenger,41819.28,7250.0,0.0,34569.28,46819.28,-5000.0,0.0,701698.0,49.2,50.8,6.0,6.5,6.0,6.5,7.0,13.2,12.1,14.0,7.4,5.9,8.5,5.0,2.0,39.3,77.8,73.8,19.0,15.5,48.9,51.1,42.6,57.4,76.5,16.6,0.1,1.1,0.0,0.1,3.4,319289.0,0,0,1,0.0
2243,FL09,2016.0,RANDOLPH SUSANNAH,Democratic Party,Open,633857.44,557683.82,70848.62,5325.0,267304.47,366552.97,5000.0,769993.0,49.0,51.0,6.0,7.8,6.7,7.1,7.4,14.4,15.5,13.5,5.3,4.8,6.9,3.2,1.4,35.4,75.1,71.0,14.5,11.5,48.4,51.6,42.8,57.2,36.5,9.3,0.0,4.4,0.3,0.3,47.4,316665.0,0,0,1,0.0
2244,CA25,2016.0,GUTZEIT MARIA,Democratic Party,Challenger,72845.44,56035.97,5500.0,10335.82,72845.44,0.0,0.0,718796.0,48.7,51.3,6.4,7.4,8.3,8.0,6.5,12.5,13.5,15.0,7.1,4.8,6.5,2.9,1.1,35.7,72.6,68.3,13.3,10.5,48.3,51.7,45.1,54.9,42.1,8.0,0.2,8.5,0.2,0.2,37.5,235325.0,0,0,1,0.0
2245,CA12,2016.0,PICUS PRESTON,Other,Challenger,20498.15,20498.15,0.0,0.0,11860.36,-2090.88,0.0,736123.0,51.1,48.9,4.5,3.4,3.1,3.3,5.7,23.4,16.6,13.6,5.9,6.0,7.6,4.7,2.2,38.6,87.1,84.9,18.3,14.5,51.3,48.7,45.0,55.0,43.3,5.1,0.2,31.7,0.4,0.7,14.8,350084.0,0,0,1,0.0
2246,NC05,2016.0,CURRAN PATRICIA MARGARET,Republican Party,Challenger,88749.16,80203.37,2800.0,3532.48,88078.35,670.94,0.0,750233.0,48.5,51.5,5.2,6.6,6.3,6.9,7.6,11.2,12.4,14.3,6.9,6.4,9.4,4.9,1.9,40.3,78.1,73.1,19.9,16.2,47.9,52.1,42.8,57.2,75.5,12.8,0.2,1.4,0.0,0.2,8.8,352324.0,0,0,1,0.0
2247,OH04,2016.0,JORDAN JAMES D.,Republican Party,Incumbent,527887.89,255213.32,269396.05,0.0,276270.66,1254855.29,0.0,709882.0,50.1,49.9,5.8,6.6,6.1,6.6,6.3,11.6,12.3,13.9,7.8,6.5,9.0,5.1,2.3,40.9,77.5,73.6,19.9,16.4,49.5,50.5,43.8,56.2,88.0,5.1,0.2,0.9,0.0,0.1,3.1,308515.0,421916,1,0,9.0
2248,NY03,2016.0,LUPINACCI CHAD ANTHONY,Republican Party,Open,27720.0,2320.0,0.0,25400.0,27720.0,0.0,0.0,718780.0,48.9,51.1,4.6,6.1,6.6,6.7,5.9,9.3,11.7,16.5,7.8,6.3,9.2,6.0,3.2,44.4,78.4,74.9,22.2,18.5,48.2,51.8,44.0,56.0,68.1,2.6,0.2,15.0,0.0,0.6,12.3,264312.0,0,0,1,0.0
2249,MA09,2016.0,KEATING WILLIAM RICHARD,Democratic Party,Incumbent,879414.81,446938.74,430977.66,0.0,288636.75,637315.43,1700.0,736589.0,48.0,52.0,4.7,5.5,6.1,5.9,6.1,10.3,11.4,15.2,7.2,7.6,11.1,6.5,2.5,45.1,80.3,76.8,24.7,20.2,47.2,52.8,42.8,57.2,86.8,3.0,0.2,1.4,0.0,1.6,4.8,401165.0,0,0,1,0.0
2250,IL18,2016.0,LOPEZ ADAM,Democratic Party,Open,13633.02,10433.02,800.0,2400.0,13658.02,0.0,4934.89,710629.0,49.8,50.2,5.6,5.9,6.8,6.4,6.9,12.0,12.0,13.9,7.1,6.6,9.1,5.1,2.6,40.4,77.9,74.0,20.6,16.8,49.1,50.9,43.7,56.3,89.3,3.4,0.1,2.6,0.1,0.3,2.7,310461.0,0,0,1,0.0
2251,MI05,2016.0,KILDEE DANIEL T.,Democratic Party,Incumbent,764799.48,307786.94,456962.54,0.0,464572.53,417680.07,0.0,687292.0,48.2,51.8,5.9,5.7,6.8,6.5,6.5,11.7,11.9,13.8,7.6,6.6,9.5,5.6,1.8,40.9,77.4,74.0,20.9,16.9,47.4,52.6,43.4,56.6,74.0,17.1,0.4,1.0,0.0,0.1,4.8,329603.0,691064,1,0,3.0
2252,MN03,2016.0,TOLLEFSON JON,Democratic Party,Challenger,87858.87,86858.87,0.0,0.0,63369.31,24489.56,0.0,685736.0,48.5,51.5,6.1,7.0,6.7,5.7,4.9,13.1,12.8,15.1,8.1,6.3,8.0,4.1,2.0,40.1,76.2,73.8,17.9,14.1,47.9,52.1,42.1,57.9,78.3,6.6,0.2,7.7,0.1,0.2,4.5,281573.0,0,0,1,0.0
2253,CA46,2016.0,SCHOTT LYNN,Republican Party,Open,79271.0,28318.0,5900.0,44000.0,78779.02,491.98,64599.35,730783.0,50.8,49.2,7.7,7.1,7.0,8.0,8.9,16.5,14.1,12.8,5.1,4.1,5.2,2.5,1.1,31.6,73.6,68.4,11.2,8.8,50.9,49.1,44.3,55.7,17.2,1.3,0.1,12.9,0.2,0.1,66.8,193810.0,0,0,1,0.0
2254,FL01,2016.0,BLAKE ROBERT EDWARD,Republican Party,Open,15700.0,700.0,0.0,10000.0,9592.0,6104.0,0.0,743897.0,50.7,49.3,5.8,6.4,5.6,6.5,8.0,14.0,11.7,13.4,7.1,5.8,9.2,4.8,1.7,38.2,78.5,74.1,19.1,15.7,50.5,49.5,45.6,54.4,73.6,13.4,0.5,2.6,0.2,0.1,6.2,354090.0,0,0,1,0.0
2255,TX15,2016.0,QUINTANILLA JOEL,Democratic Party,Open,20363.41,10248.02,0.0,10115.39,19187.99,1175.42,9000.0,764850.0,49.4,50.6,8.9,8.9,8.9,8.4,7.7,13.6,13.4,11.2,4.7,3.7,6.2,3.2,1.2,30.3,68.0,63.0,12.7,10.6,48.8,51.2,45.3,54.7,15.3,1.7,0.2,1.0,0.0,0.0,81.4,249713.0,0,0,1,0.0
2256,TX08,2016.0,MCMICHAEL CRAIG,Republican Party,Challenger,7392.49,7392.49,0.0,0.0,7435.81,637.33,0.0,767431.0,50.4,49.6,6.1,7.1,7.9,7.2,7.0,12.3,13.9,13.9,6.3,5.8,7.7,3.6,1.3,36.6,74.7,70.7,16.0,12.7,50.8,49.2,46.8,53.2,66.1,7.9,0.1,2.9,0.1,0.1,20.9,295237.0,0,0,1,0.0
2257,TX27,2016.0,BARRERA RAUL (ROY),Democratic Party,Challenger,11082.99,5575.0,0.0,5370.75,9297.3,1785.69,2382.46,726394.0,49.5,50.5,6.7,7.5,6.8,6.7,6.9,13.9,12.2,12.4,6.4,6.3,8.3,4.3,1.7,36.3,74.9,70.8,18.0,14.3,49.2,50.8,45.0,55.0,40.3,5.2,0.2,1.5,0.0,0.0,51.5,309361.0,0,0,1,0.0
2258,CA48,2016.0,SAVARY SUZANNE JOYCE,Democratic Party,Challenger,54255.4,44405.4,9850.0,0.0,33444.36,20761.04,3828.06,726491.0,49.5,50.5,4.8,5.5,5.7,5.2,6.7,14.4,12.9,15.2,7.7,5.9,9.3,4.6,2.0,41.1,80.7,77.2,19.3,15.9,49.2,50.8,46.2,53.8,55.3,1.1,0.4,18.3,0.4,0.1,21.4,289122.0,0,0,1,0.0
2259,TN03,2016.0,LEVENE ALLAN MR.,Republican Party,Challenger,7220.0,75.0,0.0,7145.0,9959.1,-2149.15,0.0,716365.0,48.8,51.2,5.5,6.1,6.0,6.1,6.3,12.1,12.7,14.1,7.1,7.1,9.9,5.2,1.9,41.4,78.9,74.8,21.2,17.0,48.1,51.9,43.9,56.1,82.4,11.0,0.2,1.2,0.0,0.0,3.5,323216.0,0,0,1,0.0
2260,TX01,2016.0,WINSTON SIMON WOOD,Republican Party,Challenger,365190.67,32449.0,0.0,332741.67,399036.87,-33846.2,59775.57,712779.0,49.2,50.8,6.8,7.2,6.5,7.6,7.6,12.2,11.7,12.2,6.2,6.1,9.0,4.9,2.1,36.6,75.4,70.1,19.5,16.0,48.3,51.7,43.3,56.7,62.6,18.3,0.3,1.0,0.1,0.1,16.8,305038.0,0,0,1,0.0
2261,MD08,2016.0,ANDERSON DAVID M,Democratic Party,Open,132276.22,50745.8,3000.0,78442.42,131241.58,1034.64,1034.64,746663.0,48.1,51.9,5.8,6.2,6.9,6.1,5.6,12.4,13.5,14.5,7.3,6.3,8.5,4.3,2.7,40.4,77.4,73.9,19.0,15.5,47.4,52.6,42.6,57.4,61.4,11.5,0.2,9.3,0.1,0.3,15.0,290427.0,0,0,1,0.0
2262,NV03,2016.0,ROBERSON MICHAEL,Republican Party,Open,977367.22,778453.0,197700.0,0.0,974454.91,2912.31,0.0,734973.0,49.5,50.5,5.7,6.7,6.5,5.6,5.5,14.7,15.4,13.4,5.9,6.1,8.9,4.2,1.3,38.5,77.3,74.5,17.8,14.4,49.0,51.0,47.8,52.2,58.1,6.1,0.4,12.9,0.8,0.2,17.0,317951.0,0,0,1,0.0
2263,KY05,2016.0,BURK JOHN GUNTHER JR,Republican Party,Challenger,1150.0,150.0,0.0,1000.0,1150.0,0.0,0.0,712274.0,50.0,50.0,5.6,6.2,6.0,6.4,6.5,12.0,12.9,14.3,7.2,6.6,9.9,4.7,1.7,41.0,78.3,74.6,20.3,16.3,49.2,50.8,45.4,54.6,96.1,1.6,0.2,0.3,0.0,0.1,0.9,329516.0,0,0,1,0.0
2264,WA05,2016.0,MCMORRIS RODGERS CATHY,Republican Party,Incumbent,2450061.0,869458.0,1102150.0,0.0,1906610.0,726205.0,71093.0,690518.0,49.7,50.3,5.9,6.3,6.1,7.4,8.4,13.3,11.3,12.6,7.2,6.3,9.1,4.2,2.1,37.4,78.2,72.4,19.0,15.4,49.4,50.6,45.8,54.2,84.4,1.5,1.6,2.3,0.3,0.1,6.2,299216.0,0,0,1,0.0
2265,FL06,2016.0,PAPPAS GEORGE STEVE,Democratic Party,Open,43093.45,39493.45,0.0,3600.0,41537.24,1556.21,2600.0,736069.0,49.0,51.0,4.6,4.7,5.8,5.8,5.5,10.4,10.7,13.7,7.6,7.7,13.3,7.1,3.2,46.8,81.5,77.9,28.0,23.6,48.4,51.6,46.3,53.7,79.0,9.1,0.2,1.9,0.0,0.2,7.8,372846.0,0,0,1,0.0
2266,GA12,2016.0,YU EUGENE MR.,Republican Party,Challenger,55417.26,28007.87,0.0,27394.38,55423.31,2.22,276769.78,701628.0,49.3,50.7,6.5,6.5,6.8,8.2,8.2,13.8,12.1,12.7,6.1,6.0,7.9,3.9,1.5,35.0,76.3,70.6,16.7,13.2,49.1,50.9,42.4,57.6,55.4,35.3,0.2,1.7,0.0,0.3,5.7,294385.0,0,0,1,0.0
2267,FL11,2016.0,MARTIN JACK,Republican Party,Open,10320.0,10020.0,0.0,300.0,10320.0,0.0,0.0,728133.0,48.4,51.6,4.0,4.7,4.8,4.8,4.6,8.7,9.4,11.4,6.7,7.9,18.6,10.7,3.5,52.8,83.4,80.4,37.8,32.8,48.0,52.0,47.6,52.4,78.8,8.2,0.2,1.2,0.0,0.6,9.3,369455.0,0,0,1,0.0
2268,FL13,2016.0,LYNN ERIC,Democratic Party,Open,767379.36,749879.36,17500.0,0.0,493898.2,273481.16,0.0,707503.0,48.6,51.4,4.5,4.3,4.6,4.7,5.3,11.2,11.3,14.8,8.1,7.4,12.7,7.5,3.4,47.9,83.6,80.7,27.8,23.6,48.2,51.8,45.2,54.8,78.2,5.8,0.2,3.3,0.1,0.3,9.6,391351.0,0,0,1,0.0
2269,OH07,2016.0,GIBBS ROBERT,Republican Party,Incumbent,649714.2,170897.98,478713.88,0.0,244582.96,1272233.16,10000.0,725548.0,49.2,50.8,5.9,6.6,6.6,6.8,6.5,11.1,11.4,14.1,7.1,6.7,9.8,5.1,2.3,41.0,76.8,72.8,21.0,17.3,48.7,51.3,45.2,54.8,90.9,3.8,0.1,0.6,0.0,0.1,2.3,305686.0,825784,1,0,5.0
2270,TX16,2016.0,OROURKE ROBERT BETO,Democratic Party,Incumbent,354630.38,354589.04,0.0,0.0,181504.14,334954.85,0.0,735246.0,49.3,50.7,8.2,6.9,8.1,7.7,8.7,14.5,12.8,11.7,5.7,4.4,6.1,4.0,1.3,32.1,72.3,67.3,14.0,11.4,48.6,51.4,41.7,58.3,14.7,3.8,0.2,1.2,0.0,0.0,79.2,258285.0,348846,1,0,3.0
2271,FL10,2016.0,FAHMY FATIMA RITA,Democratic Party,Challenger,18795.0,18795.0,0.0,0.0,1929.9,28372.1,0.0,758350.0,49.0,51.0,5.7,5.8,6.2,5.3,6.1,13.5,12.6,13.6,6.1,6.0,11.3,5.6,2.1,41.0,78.9,75.7,22.3,19.0,48.6,51.4,46.3,53.7,63.4,11.4,0.2,4.1,0.0,0.5,18.5,346066.0,0,0,1,0.0
2272,WA03,2016.0,HERRERA BEUTLER JAIME,Republican Party,Incumbent,931427.68,616408.04,312900.0,0.0,719983.91,1066615.66,14673.95,697884.0,49.8,50.2,6.0,6.8,6.8,6.6,5.9,11.9,13.0,13.4,7.1,6.4,9.8,4.5,1.7,39.6,76.2,72.6,19.8,16.0,49.3,50.7,46.1,53.9,80.9,1.3,0.6,2.9,0.6,0.4,9.0,291304.0,0,0,1,0.0
2273,FL01,2016.0,DOSEV CRIS,Republican Party,Open,159553.03,46553.03,3000.0,110000.0,131679.86,27873.17,110000.0,743897.0,50.7,49.3,5.8,6.4,5.6,6.5,8.0,14.0,11.7,13.4,7.1,5.8,9.2,4.8,1.7,38.2,78.5,74.1,19.1,15.7,50.5,49.5,45.6,54.4,73.6,13.4,0.5,2.6,0.2,0.1,6.2,354090.0,0,0,1,0.0
2274,TN04,2016.0,PERSLEY ERRAN FELIC MR.,Republican Party,Challenger,7650.0,650.0,0.0,7000.0,6947.38,702.62,7000.0,747195.0,48.9,51.1,5.9,7.1,6.5,7.2,7.5,12.6,13.5,13.4,6.6,5.4,8.7,4.2,1.4,37.2,76.3,71.7,17.7,14.3,48.5,51.5,44.5,55.5,81.1,8.1,0.3,1.5,0.0,0.0,5.8,307659.0,0,0,1,0.0
2275,MD04,2016.0,IVEY GLENN FREDERICK,Democratic Party,Open,1065060.06,988414.07,76645.99,0.0,1067812.84,1959.32,0.0,742761.0,48.0,52.0,6.9,6.6,6.4,5.9,6.5,15.0,14.1,14.4,6.7,5.4,7.3,3.4,1.4,36.9,76.5,72.8,15.2,12.1,46.9,53.1,41.5,58.5,26.9,52.3,0.1,2.8,0.0,0.3,15.7,284673.0,0,0,1,0.0
2276,OH07,2016.0,ROBERTSON TERRY,Republican Party,Challenger,2530.89,1195.0,100.0,1235.89,3534.01,-1003.12,4848.54,725548.0,49.2,50.8,5.9,6.6,6.6,6.8,6.5,11.1,11.4,14.1,7.1,6.7,9.8,5.1,2.3,41.0,76.8,72.8,21.0,17.3,48.7,51.3,45.2,54.8,90.9,3.8,0.1,0.6,0.0,0.1,2.3,305686.0,0,0,1,0.0
2277,FL14,2016.0,ADAMS EDDIE JR,Republican Party,Challenger,1551.85,1551.85,0.0,0.0,355.87,1195.98,0.0,757963.0,48.3,51.7,6.7,6.0,5.8,5.9,7.2,16.7,14.0,13.3,6.4,5.3,7.2,3.7,1.8,36.1,77.9,74.2,15.6,12.7,47.9,52.1,42.2,57.8,40.7,24.1,0.3,3.5,0.1,0.4,29.0,335762.0,0,0,1,0.0
2278,WA10,2016.0,FERGUSON JENNIFER GIGI,Democratic Party,Challenger,11495.04,8382.02,0.0,3113.02,9390.85,2104.19,1200.0,714449.0,49.5,50.5,7.0,6.6,6.3,6.1,8.1,15.0,12.8,12.6,6.3,5.9,7.9,3.6,1.8,35.8,76.4,72.5,16.8,13.4,49.0,51.0,43.5,56.5,67.5,5.7,1.5,6.5,1.4,0.2,11.0,286167.0,0,0,1,0.0
2279,MI10,2016.0,ACCAVITTI FRANK MR. JR,Democratic Party,Open,6905.0,5905.0,1000.0,0.0,162.92,6742.08,0.0,706525.0,49.7,50.3,5.4,6.2,6.5,6.4,5.9,10.6,12.2,15.6,7.8,6.9,9.8,4.8,2.0,42.8,77.7,74.1,20.5,16.6,49.1,50.9,44.6,55.4,90.7,2.4,0.3,1.7,0.0,0.1,3.2,305706.0,0,0,1,0.0
2280,RI01,2016.0,MACBETH KAREN,Republican Party,Challenger,13720.0,13720.0,0.0,0.0,13720.0,0.0,0.0,532145.0,48.8,51.2,5.7,5.8,5.9,7.0,7.6,13.7,12.3,14.0,6.8,6.1,7.9,4.7,2.6,38.2,78.8,73.8,18.9,15.1,47.8,52.2,41.7,58.3,69.0,6.8,0.5,2.9,0.1,0.9,17.3,229718.0,0,0,1,0.0
2281,WI06,2016.0,DAHLKE JEFFERY J,Other,Challenger,4485.0,3485.0,0.0,1000.0,6936.0,2562.0,0.0,712031.0,50.5,49.5,5.5,5.7,6.6,6.2,6.4,11.9,11.8,14.8,7.8,6.7,9.0,5.2,2.5,41.9,78.4,74.8,20.5,16.7,50.2,49.8,44.4,55.6,90.0,1.6,0.4,2.4,0.0,0.1,4.4,322862.0,0,0,1,0.0
2282,VA07,2016.0,BRAT DAVID ALAN MR.,Republican Party,Incumbent,932480.57,750277.32,126702.6,105.42,617154.16,375746.16,0.0,769995.0,48.2,51.8,5.6,6.3,7.0,7.0,5.2,12.7,13.5,14.7,6.9,6.3,8.8,4.3,1.7,40.0,76.7,73.1,18.4,14.8,47.6,52.4,43.3,56.7,71.6,14.6,0.1,4.9,0.0,0.3,5.9,310783.0,1151807,1,0,2.0
2283,MO05,2016.0,RUCKER AUSTIN JONATHAN,Republican Party,Challenger,310.0,170.0,0.0,100.0,17.0,292.0,0.0,758442.0,48.4,51.6,6.8,6.6,6.4,6.1,6.8,15.1,12.2,13.2,7.1,5.6,7.7,4.6,1.9,36.9,76.5,72.9,17.4,14.2,47.5,52.5,42.0,58.0,64.0,22.0,0.4,1.7,0.1,0.4,8.9,354606.0,0,0,1,0.0
2284,LA04,2016.0,JOHNSON JAMES MICHAEL,Republican Party,Open,155380.0,152380.0,3000.0,0.0,13756.14,141623.86,0.0,756663.0,49.4,50.6,7.0,6.9,6.7,6.9,7.1,13.4,12.4,12.5,6.2,6.1,8.5,4.4,1.8,36.3,75.2,71.1,18.2,14.7,48.5,51.5,43.4,56.6,58.7,33.5,0.7,0.8,0.2,0.2,4.0,340258.0,0,0,1,0.0
2285,SC03,2016.0,DUNCAN JEFFREY D MR.,Republican Party,Incumbent,417019.11,180886.11,235750.0,0.0,454012.31,125271.05,0.0,666489.0,49.1,50.9,5.6,6.6,5.9,7.0,7.2,11.5,12.1,13.3,6.7,6.7,10.5,4.9,1.9,40.3,78.1,73.1,21.5,17.3,48.7,51.3,44.5,55.5,74.7,18.1,0.2,0.7,0.0,0.1,4.3,300902.0,707644,1,0,5.0
2286,MS01,2016.0,KELLY JOHN TRENT,Republican Party,Incumbent,919249.86,480874.85,386958.0,50000.0,738722.56,173436.65,0.0,760275.0,48.5,51.5,6.0,7.0,7.2,7.6,6.7,12.5,13.2,13.0,6.5,5.6,8.6,4.6,1.5,37.1,75.6,70.7,17.7,14.7,47.5,52.5,42.5,57.5,67.6,27.2,0.1,0.6,0.0,0.1,3.0,323162.0,899969,1,0,1.0
2287,GA14,2016.0,TUCK MICKEY,Republican Party,Challenger,12632.0,6757.0,0.0,4800.0,12325.0,305.0,0.0,700856.0,49.0,51.0,6.4,7.1,7.6,7.1,6.5,12.7,13.7,13.8,6.5,5.2,8.1,4.2,1.2,37.2,74.7,70.5,16.4,13.5,48.2,51.8,43.7,56.3,77.4,9.6,0.2,0.9,0.0,0.1,11.0,280221.0,0,0,1,0.0
2288,PA02,2016.0,SIMS BRIAN KENDALL,Democratic Party,Challenger,269415.3,268415.3,1000.0,0.0,266034.12,3381.18,0.0,716892.0,45.1,54.9,6.7,5.7,5.5,7.7,10.1,17.1,10.9,11.2,6.4,5.4,7.4,3.8,2.0,32.9,78.8,72.2,16.3,13.3,43.9,56.1,39.0,61.0,28.8,56.8,0.2,5.0,0.0,0.5,6.2,324153.0,0,0,1,0.0
2289,MN02,2016.0,MYHRA PAMELA J,Republican Party,Open,52577.38,43377.83,2500.0,6672.55,52058.82,518.56,10593.26,689759.0,49.4,50.6,6.5,7.1,7.4,7.0,6.1,12.6,13.4,15.4,7.0,5.4,7.1,3.7,1.3,37.5,74.5,70.7,15.1,12.1,48.8,51.2,44.2,55.8,82.6,4.3,0.5,4.4,0.0,0.3,5.6,266439.0,0,0,1,0.0
2290,GA04,2016.0,ARMENDARIZ VICTOR,Republican Party,Challenger,6220.0,0.0,0.0,6220.0,5230.0,988.0,0.0,728367.0,48.1,51.9,6.7,7.2,7.4,7.2,6.4,13.9,14.2,14.7,6.5,5.6,6.7,2.5,1.0,35.7,74.2,70.2,13.3,10.2,46.7,53.3,40.8,59.2,25.9,56.4,0.1,5.2,0.2,0.4,10.2,280930.0,0,0,1,0.0
2291,CA31,2016.0,BACA JOE,Republican Party,Challenger,29848.0,29348.0,500.0,0.0,28176.32,1671.68,13515.79,738321.0,49.0,51.0,7.0,8.4,7.8,7.5,8.2,15.7,12.9,12.5,6.1,4.2,6.0,2.6,1.3,31.8,72.4,67.9,12.1,9.8,48.2,51.8,42.5,57.5,27.7,10.0,0.2,8.2,0.3,0.3,51.1,233311.0,0,0,1,0.0
